[Input ID],Gene_desc,unique,logRatio_1,logRatio_2,logRatio_3,logScore,logInt,[SignalP Peptide],[# TM Domains],Gene_id_all,Gene_desc_all,logratio_mean
Tb927.10.13250,"hypothetical protein, conserved",23,0.7615405950224731,0.690193577824855,0.8127035765602842,1.951842444691433,6.996148148662974,0,0.0,Tb927.10.13250,"hypothetical protein, conserved",0.7548125831358709
Tb927.3.4070,"Nodulin-like, putative",10,0.8278190246173196,0.7739963251111731,0.6071053837584942,1.7843319480221482,7.718634531104879,0,12.0,Tb927.3.4070;Tb927.3.4080;Tb927.3.4100;Tb927.3.4090;Tb927.3.4110,"Nodulin-like, putative; Nodulin-like, putative; Nodulin-like, putative; Nodulin-like, putative; Nodulin-like, putative",0.7363069111623289
Tb927.8.1500,"hypothetical protein, conserved",5,0.8941386881996707,0.7351755422538105,0.5138949467649272,1.53046864688893,6.612571954065176,0,0.0,Tb927.8.1500,"hypothetical protein, conserved",0.7144030590728029
Tb927.9.1350,"hypothetical protein, conserved",29,0.6844597018913462,0.7408843975176589,0.6912661471382847,2.221701064384597,7.975808493225403,0,0.0,Tb927.9.1350,"hypothetical protein, conserved",0.7055367488490966
Tb927.6.4440,RNA-binding protein 42 (RNA-binding motif protein 42),5,0.7546310002442421,0.5273706571404089,0.7462267611769378,1.8733206018153987,7.105680462945809,0,0.0,Tb927.6.4440,RNA-binding protein 42 (RNA-binding motif protein 42),0.6760761395205295
Tb927.10.9330,"hypothetical protein, conserved",14,0.8572644445006623,0.5352567109038382,0.6072948008192126,1.587632403356187,6.88978895964442,0,0.0,Tb927.10.9330,"hypothetical protein, conserved",0.6666053187412376
Tb927.10.14700,"hypothetical protein, conserved",3,0.8320393326519738,0.5465611356852493,0.5276709162640892,0.7177204190395452,6.474493075006849,0,0.0,Tb927.10.14700,"hypothetical protein, conserved",0.6354237948671041
Tb927.11.2330,"molybdopterin synthase sulphurylase protein, putative",13,0.5929234083590513,0.6437638543373423,0.6591938949069482,2.0124575782007734,7.488790358364855,0,1.0,Tb927.11.2330,"molybdopterin synthase sulphurylase protein, putative",0.6319603858677806
Tb927.4.600,"Alpha/beta hydrolase family, putative",4,0.6733755104478812,0.5285713188707577,0.6898358774471746,1.1886472959997174,6.483444648098535,0,0.0,Tb927.4.600,"Alpha/beta hydrolase family, putative",0.6305942355886045
Tb927.4.2750,"hypothetical protein, conserved",8,0.6119277672153374,0.6475447697089667,0.6030268900815178,1.799368122831065,6.666854802523345,0,0.0,Tb927.4.2750,"hypothetical protein, conserved",0.620833142335274
Tb927.4.3640,"serine threonine-protein phosphatase PP1, putative",2,0.398788147633769,0.5773442277309094,0.82268936446939,1.1025366068740705,6.046963154123424,0,0.0,Tb927.4.3640;Tb927.4.3630,"serine threonine-protein phosphatase PP1, putative; serine threonine-protein phosphatase PP1, putative",0.5996072466113561
Tb927.5.3120,"eukaryotic translation initiation factor 2 beta subunit, putative",10,0.6806844229944818,0.5200450240398179,0.5907217700098412,1.6852399954579391,6.851832949859927,0,0.0,Tb927.5.3120,"eukaryotic translation initiation factor 2 beta subunit, putative",0.5971504056813802
Tb927.5.4560,"guanine deaminase, putative",18,0.5585615318004572,0.5663768003211246,0.6379347755351448,2.2873313627205776,7.348382756417916,0,0.0,Tb927.5.4560;Tb11.v5.0409;Tb05.5K5.200,"guanine deaminase, putative; guanine deaminase, putative; guanine deaminase, putative",0.5876243692189088
Tb927.8.1950,"hypothetical protein, conserved",13,0.6089038425274241,0.6364506166789771,0.49927188316908827,1.798871533990639,7.17819969914806,0,0.0,Tb927.8.1950,"hypothetical protein, conserved",0.5815421141251632
Tb927.11.5040,"leucine-rich repeat protein (LRRP), putative",5,0.20576784014981817,0.5633534058553107,0.9381728563451569,1.5010866616361955,6.210933535357622,0,0.0,Tb927.11.5040,"leucine-rich repeat protein (LRRP), putative",0.5690980341167619
Tb927.3.2900,Eukaryotic translation initiation factor 2 subunit alpha,7,0.5514914085474946,0.5964581395589854,0.5591491477372572,1.5694675479254352,6.772108908989908,0,0.0,Tb927.3.2900,Eukaryotic translation initiation factor 2 subunit alpha,0.5690328986145791
Tb927.11.7140,"cell cycle sequence binding phosphoprotein (RBP45), putative",10,0.5378427213213803,0.5793732670673875,0.5707543551338675,1.6418309182595416,6.849247381914316,0,0.0,Tb927.11.7140,"cell cycle sequence binding phosphoprotein (RBP45), putative",0.5626567811742117
Tb927.8.1510,"ATP-dependent RNA helicase DBP2B, putative",17,0.5214528258224312,0.5874610073779383,0.563841478880328,1.9839553783692438,7.5275139016916155,0,0.0,Tb927.8.1510,"ATP-dependent RNA helicase DBP2B, putative",0.5575851040268991
Tb927.1.3910,"TPR repeat, putative",6,0.19295161806984965,0.6061579252356459,0.8566272116983901,1.2860970288144822,6.11216914800166,0,0.0,Tb927.1.3910,"TPR repeat, putative",0.5519122516679619
Tb927.8.1190,eukaryotic translation initiation factor 3 subunit h,5,0.5668638517557797,0.5107594215521696,0.559638644922725,1.40671045860979,6.597881585468683,0,0.0,Tb927.8.1190;Tb927.8.1170;Tb11.v5.0871,"eukaryotic translation initiation factor 3 subunit h; eukaryotic translation initiation factor 3 subunit h; hypothetical protein, conserved",0.5457539727435581
Tb927.11.6440,"hypothetical protein, conserved",5,0.5441886066469707,0.5345596846083162,0.5233612193040956,1.428798692062963,6.472917269345676,0,0.0,Tb927.11.6440,"hypothetical protein, conserved",0.5340365035197941
Tb927.1.4490,"acetyltransferase, putative",4,0.19924830684020237,0.6574570845735118,0.7403663431554381,1.3397494816808757,6.6893887832686,0,0.0,Tb927.1.4490,"acetyltransferase, putative",0.5323572448563841
Tb927.11.1070,"glycosomal transporter (GAT3), putative",34,0.4742543158326424,0.5656946519558053,0.5541467667465125,2.4201373545938254,8.927123884892849,0,3.0,Tb927.11.1070,"glycosomal transporter (GAT3), putative",0.5313652448449867
Tb927.10.2770,"eukaryotic translation initiation factor 5, putative",18,0.5470549218559627,0.5624744580963247,0.48109223690635056,1.8466648745646894,7.216165902285993,0,0.0,Tb927.10.2770;Tb11.v5.0684,"eukaryotic translation initiation factor 5, putative; eukaryotic translation initiation factor 5, putative",0.530207205619546
Tb927.6.2150,"cell division cycle protein 16 homolog, putative",6,0.35004456586269433,0.6121165522248829,0.5879409937552205,1.5125776768452288,6.12554632367119,0,0.0,Tb927.6.2150,"cell division cycle protein 16 homolog, putative",0.5167007039475993
Tb927.5.3590,"Putative zinc finger motif, C2HC5-type/ASCH domain containing protein, putative",7,0.48830933570336316,0.5887086399540509,0.4626805790941635,1.5548645382859334,6.478277831919605,0,0.0,Tb927.5.3590,"Putative zinc finger motif, C2HC5-type/ASCH domain containing protein, putative",0.5132328515838592
Tb927.5.2890,"AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative",32,0.4310345303516141,0.534659280413878,0.5630604827638732,2.137670537236755,6.9841536143517695,1,0.0,Tb927.5.2890;Tb927.5.2890,"AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative; AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative",0.5095847645097885
Tb927.4.4310,Nucleoporin NUP64,17,0.41381068702498464,0.5625721454065759,0.5463635738854351,1.886778279545855,7.293119370134299,0,0.0,Tb927.4.4310,Nucleoporin NUP64,0.5075821354389985
Tb927.10.2240,"hypothetical protein, conserved",12,0.3965979315748997,0.5359534005994318,0.5721135564842313,1.9718739835386028,7.028042295090749,0,0.0,Tb927.10.2240,"hypothetical protein, conserved",0.5015549628861876
Tb927.11.8090,"protein phosphatase 1, putative",6,0.2843956805128771,0.4835707400915555,0.6891202105181867,1.4329532649520842,6.335558188065861,0,0.0,Tb927.11.8090,"protein phosphatase 1, putative",0.4856955437075398
Tb927.10.12960,Ras-related protein Rab5A,10,0.5210507369009632,0.46425003391140407,0.4387186765647911,1.763809705396578,6.970848768169076,0,0.0,Tb927.10.12960,Ras-related protein Rab5A,0.47467314912571945
Tb927.8.4540,"PAB1-binding protein , putative",6,0.23474655174432218,0.9296395257208847,0.25350526218669706,1.4074248987944078,6.64104753891706,0,0.0,Tb927.8.4540,"PAB1-binding protein , putative",0.47263044655063463
Tb927.11.4900,WD40/YVTN repeat-like-containing protein,18,0.39275703428239456,0.5219552794342,0.5000881757382248,1.600243016285841,7.23390945348778,0,0.0,Tb927.11.4900,WD40/YVTN repeat-like-containing protein,0.47160016315160647
Tb927.2.3160,"Gar1/Naf1 RNA binding region, putative",4,0.5241639987869441,0.43999539792323583,0.42867840994822987,1.0634834780275282,6.583742718699248,0,0.0,Tb927.2.3160,"Gar1/Naf1 RNA binding region, putative",0.4642792688861366
Tb927.11.9180,"ADP-ribosylation factor GTPase activating protein, putative",6,0.7387246093348814,0.3971457973927809,0.23499174124880237,1.247752382497469,6.540479637121155,0,0.0,Tb927.11.9180,"ADP-ribosylation factor GTPase activating protein, putative",0.4569540493254882
Tb927.11.17000,"leucine-rich repeat protein (LRRP), putative",26,0.1676148407551113,0.1905516520322702,0.9830939325977897,1.9773165492287035,7.375151301570279,0,0.0,Tb927.11.17000;Tb11.v5.0404,"leucine-rich repeat protein (LRRP), putative; hypothetical protein, conserved",0.4470868084617237
Tb927.11.1980,"zinc finger protein family member, putative",11,0.47030257894582195,0.32573179112255435,0.5451776346152923,1.8525409857697988,6.7533608761433515,0,0.0,Tb927.11.1980,"zinc finger protein family member, putative",0.44707066822788954
Tb927.11.14160,"Alpha/beta hydrolase family, putative",4,0.6725611186447773,0.2788174030747215,0.36030808479519605,1.3631417096979497,6.408833321776418,0,0.0,Tb927.11.14160,"Alpha/beta hydrolase family, putative",0.4372288688382316
Tb927.4.3150,"hypothetical protein, conserved",6,0.3740657182225377,0.4281423909783303,0.4848083967653062,0.9393544889786787,6.311139058288992,0,0.0,Tb927.4.3150,"hypothetical protein, conserved",0.4290055019887247
Tb927.10.12990,predicted ankyrin repeat family protein,5,0.5825560030140611,0.37717928973663867,0.2568898855358929,1.4393011076284303,6.437163710446504,0,0.0,Tb927.10.12990,predicted ankyrin repeat family protein,0.4055417260955309
Tb927.10.8920,"ras-like small GTPase, putative",8,0.4689481801800506,0.2801248919757295,0.4558598093861849,1.4590002392686943,6.720779281358359,0,0.0,Tb927.10.8920,"ras-like small GTPase, putative",0.4016442938473217
Tb927.1.3010,"mRNA processing protein, putative",7,0.25652762689220954,0.3020557880986191,0.6376566120250015,1.2154524928832504,6.521373480761028,1,0.0,Tb927.1.3010,"mRNA processing protein, putative",0.39874667567194333
Tb927.9.9290,polyadenylate-binding protein 1,7,0.3006509076426647,0.427391629686718,0.4456207747151932,1.4172889687537373,6.580126325411582,0,0.0,Tb927.9.9290,polyadenylate-binding protein 1,0.3912211040148586
Tb927.11.4380,"ATP-dependent RNA helicase, putative",36,0.3204269112939921,0.37194910413862786,0.4638316795396487,1.9450202722111787,6.936508715893301,0,0.0,Tb927.11.4380,"ATP-dependent RNA helicase, putative",0.3854025649907562
Tb927.2.5060,"GTP binding protein, putative",6,0.4884121759957323,0.4234168167540797,0.20426594528956027,1.309459822461211,6.597212368219417,0,0.0,Tb927.2.5060,"GTP binding protein, putative",0.3720316460131241
Tb927.11.14220,"hypothetical protein, conserved",11,0.3515152607974705,0.37250640898616877,0.3914377976980001,2.0499541480220462,7.3433692002275315,0,0.0,Tb927.11.14220,"hypothetical protein, conserved",0.3718198224938798
Tb927.9.7060,"hypothetical protein, conserved",9,0.204516369702772,0.4764335355139399,0.421263700854267,1.6681435388416181,6.810508066379194,0,0.0,Tb927.9.7060,"hypothetical protein, conserved",0.367404535356993
Tb927.9.13440,Flagellar Member 5,14,0.3592962588921973,0.41142624572646497,0.3125490098608487,1.4865863151432628,6.582358855465685,0,0.0,Tb927.9.13440,Flagellar Member 5,0.3610905048265037
Tb927.9.13970,"hypothetical protein, conserved",9,0.47705556557857265,0.26002565596145555,0.32883646422954,1.6802085611921103,6.904266415962652,0,0.0,Tb927.9.13970,"hypothetical protein, conserved",0.35530589525652273
Tb927.5.950,"monothiol glutaredoxin, putative",9,0.41142624572646497,0.2917214204578913,0.3482324192392708,1.8785907256627516,7.689228920267321,0,0.0,Tb927.5.950,"monothiol glutaredoxin, putative",0.35046002847454233
Tb927.10.4060,"Ankyrin repeats (3 copies), putative",6,0.5125808786739686,0.41975460548561117,0.11503324294624008,1.4781911953900286,6.601168773829693,0,0.0,Tb927.10.4060,"Ankyrin repeats (3 copies), putative",0.34912290903527327
Tb927.3.4190,"endosomal integral membrane protein, putative",4,0.14938944935894988,0.2189671100489566,0.6710215675934877,1.0540382106848694,5.944275345758799,1,10.0,Tb927.3.4190,"endosomal integral membrane protein, putative",0.3464593756671314
Tb927.2.6080,"hypothetical protein, conserved",10,0.20926619305002617,0.4659222393039372,0.35648190225687115,1.4885225146444063,6.585077027267375,0,0.0,Tb927.2.6080,"hypothetical protein, conserved",0.3438901115369449
Tb927.7.6820,"hypothetical protein, conserved",5,0.4757074946426389,0.2522945412018369,0.3000651367787609,1.452047240809425,6.29280966541729,0,0.0,Tb927.7.6820,"hypothetical protein, conserved",0.34268905754107887
Tb927.8.1590,"ubiquitin-protein ligase, putative",9,0.2808375686117713,0.2821432287814984,0.4575417624078072,1.1867021225651013,6.192818257048295,0,0.0,Tb927.8.1590,"ubiquitin-protein ligase, putative",0.3401741866003589
Tb927.9.10770,polyadenylate-binding protein 2,28,0.3460775345355969,0.3206579643119249,0.35332329116289674,2.2770358881721102,8.195982630688357,0,0.0,Tb927.9.10770,polyadenylate-binding protein 2,0.34001959667013953
Tb927.3.2600,"ATP-dependent DEAD/H RNA helicase, putative",12,0.08270258933024965,0.7554858293507762,0.17248751551013405,1.3096727432292663,6.077912702949456,0,0.0,Tb927.3.2600,"ATP-dependent DEAD/H RNA helicase, putative",0.33689197806372
Tb927.11.16670,"hypothetical protein, conserved",6,0.22576849642959676,0.3838286871624349,0.3992257921209379,1.3553173987845597,6.468893547858615,1,0.0,Tb927.11.16670,"hypothetical protein, conserved",0.3362743252376565
Tb927.11.16970,"protein phosphatase 4, putative",10,0.23351997877391634,0.34471489449012716,0.4283568224651829,1.795455938945799,7.335858911319818,0,0.0,Tb927.11.16970,"protein phosphatase 4, putative",0.3355305652430755
Tb927.9.5190,"proliferative cell nuclear antigen (PCNA), putative",10,0.3934162004715447,0.33193447043881363,0.2744107693178379,1.872103804473808,7.1002671293576025,0,0.0,Tb927.9.5190,"proliferative cell nuclear antigen (PCNA), putative",0.33325381340939875
Tb927.11.4860,"Ring finger domain containing protein, putative",7,0.567253374550151,0.1585955515008968,0.23425604768829605,1.5626734489758711,6.6364277128095726,0,0.0,Tb927.11.4860,"Ring finger domain containing protein, putative",0.32003499124644796
Tb927.9.10710,"elongation factor 1-alpha, putative",6,0.5059925243950385,0.11835972595305722,0.32906617445069064,1.1359908469216247,6.077440584471324,0,0.0,Tb927.9.10710,"elongation factor 1-alpha, putative",0.31780614159959547
Tb927.9.3440,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",8,0.28463257625082955,0.34482849699744117,0.323312417757903,1.7018269303971394,6.460175923518029,0,0.0,Tb927.9.3440,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",0.3175911636687246
Tb927.10.11960,"hypothetical protein, conserved",4,-0.041164747001142976,0.22193893162862377,0.7412296637729597,0.9521286322676983,5.900459986731022,0,0.0,Tb927.10.11960,"hypothetical protein, conserved",0.3073346161334802
Tb927.5.2380,"hydrolase, alpha/beta fold family, putative",11,0.21424917025451382,0.3137102261509137,0.39011735366633044,1.698622429702098,7.188816030502353,0,0.0,Tb927.5.2380,"hydrolase, alpha/beta fold family, putative",0.30602558335725266
Tb927.7.3080,Kinetochore interacting protein 4,4,0.5812066088368211,0.025737561413608275,0.3068455003142828,1.169056932744852,6.193402903062418,0,0.0,Tb927.7.3080,Kinetochore interacting protein 4,0.30459655685490405
Tb927.7.3040,F-box and WD40 domain containing protein,11,0.2479275134435855,0.40882053452885037,0.23621706410222007,1.5569654998969429,6.583300815513483,0,0.0,Tb927.7.3040,F-box and WD40 domain containing protein,0.2976550373582187
Tb927.3.1240,serine/threonine-protein phosphatase,12,0.31173560197926975,0.31243283680921863,0.2659169143669151,2.0553400995441815,7.320042375479645,0,0.0,Tb927.3.1240,serine/threonine-protein phosphatase,0.29669511771846785
Tb927.11.11370,receptor for activated C kinase 1,23,0.28238049463860565,0.31521841136579,0.29042440386529944,2.4724199966980716,9.049101678208556,0,0.0,Tb927.11.11370;Tb927.11.11360,receptor for activated C kinase 1; receptor for activated C kinase 1,0.296007769956565
Tb927.3.4360,"40S ribosomal protein S15A, putative",5,0.37640152659359805,0.25023398082675447,0.2221863073221123,1.4043375853109272,6.681304567369832,0,0.0,Tb927.3.4360;Tb927.11.6140,"40S ribosomal protein S15A, putative; 40S ribosomal protein S15A, putative",0.2829406049141549
Tb927.2.5160,"chaperone protein DnaJ, putative",15,0.361543797967865,0.21511942451729513,0.2666366425139895,2.022634539944119,7.569198283347813,0,0.0,Tb927.2.5160,"chaperone protein DnaJ, putative",0.2810999549997166
Tb927.11.10910,"40S ribosomal protein SA, putative",8,0.2829734886215891,0.3034593018283363,0.25386828044171933,1.8901134942909172,7.752501722247096,0,0.0,Tb927.11.10910;Tb927.11.10790,"40S ribosomal protein SA, putative; 40S ribosomal protein SA, putative",0.2801003569638816
Tb927.10.1070,cdc2-related kinase 1,7,0.3028746703655849,0.20213558088984854,0.3341105678447527,1.3142254709264967,6.5302893662722825,0,0.0,Tb927.10.1070;Tb927.7.7360,cdc2-related kinase 1; cdc2-related kinase 2,0.27970693970006205
Tb927.8.1870,Golgi/lysosome glycoprotein 1,15,0.16517231793716664,0.35558014737735943,0.3112705914866413,2.18537214331104,7.238973949186046,1,1.0,Tb927.8.1870,Golgi/lysosome glycoprotein 1,0.2773410189337225
Tb927.11.6540,"hypothetical protein, conserved",13,0.21151066288353915,0.268314613175228,0.34573699516404316,1.7928817453853971,7.345550157487743,0,0.0,Tb927.11.6540,"hypothetical protein, conserved",0.2751874237409368
Tb927.3.1120,"GTP-binding nuclear protein rtb2, putative",16,0.31138685816203876,0.21337839072506246,0.298892881054161,2.016531940957265,7.914945778671844,0,0.0,Tb927.3.1120,"GTP-binding nuclear protein rtb2, putative",0.27455270998042075
Tb927.10.2810,"hypothetical protein, conserved",13,0.2841587458694001,0.2796495785570857,0.24074173121533982,1.6004174273649767,7.3309816377008215,0,0.0,Tb927.10.2810,"hypothetical protein, conserved",0.26818335188060854
Tb927.7.3820,"hypothetical protein, conserved",4,0.15172895534333664,0.2703495287331028,0.36535659703048,1.4971094143109476,5.956840490159234,0,0.0,Tb927.7.3820,"hypothetical protein, conserved",0.26247836036897315
Tb927.11.760,"protein phosphatase 2C, putative",5,0.5069065545806933,0.10554399219892611,0.1715911532316011,1.2879136470760337,6.438114963661999,0,0.0,Tb927.11.760,"protein phosphatase 2C, putative",0.2613472333370735
Tb927.10.4120,60S ribosomal protein L30,6,0.39517250599577874,0.20751807698254554,0.17823658460480532,1.4396642103262487,6.99643724031062,0,0.0,Tb927.10.4120;Tb927.10.4110;Tb927.10.4120,60S ribosomal protein L30; 60S ribosomal protein L30; 60S ribosomal protein L30,0.2603090558610432
Tb927.6.2200,"DJ-1 family protein, putative",5,0.32215890762937754,0.1436546345260377,0.3067288670597717,1.5839917991983163,7.077985291029502,0,0.0,Tb927.6.2200,"DJ-1 family protein, putative",0.2575141364050623
Tb927.3.2960,inosine-adenosine-guanosine-nucleosidehydrolase,5,0.3403913572200783,0.23768607912016526,0.18358179111782255,1.5175917307119078,7.032094713052902,0,0.0,Tb927.3.2960,inosine-adenosine-guanosine-nucleosidehydrolase,0.25388640915268873
Tb927.11.12480,Kinetochore interacting phosphatase 7,4,0.10366548276569647,0.17938365435629777,0.4742543158326424,1.3312855455870098,6.296072566359835,0,0.0,Tb927.11.12480,Kinetochore interacting phosphatase 7,0.2524344843182122
Tb927.11.2130,proteasome regulatory non-ATP-ase subunit 3,13,0.16053300876090848,0.2859348079438727,0.30521177607818833,1.8115481967417906,7.117668940562442,0,0.0,Tb927.11.2130,proteasome regulatory non-ATP-ase subunit 3,0.25055986426098986
Tb927.9.9870,"Kinesin-13 6, putative",10,0.2862897581340969,0.2447653075693132,0.21983452388537061,1.6043340731029112,6.771072783221195,0,0.0,Tb927.9.9870,"Kinesin-13 6, putative",0.2502965298629269
Tb927.5.1580,zinc finger CCCH domain containing protein 13,12,0.08270258933024965,0.3206579643119249,0.345850517219489,1.7825657796576344,6.734135483006706,0,0.0,Tb927.5.1580,zinc finger CCCH domain containing protein 13,0.2497370236205545
Tb927.7.2140,"zinc finger protein family member, putative",8,0.33822471998901293,0.3263072348862718,0.07066410077878965,1.5809135767207267,6.999356768057647,0,0.0,Tb927.7.2140;Tb07.11L3.90,"zinc finger protein family member, putative; zinc finger protein family member, putative",0.24506535188469147
Tb927.10.14040,"vacuolar ATP synthase subunit c, putative",7,0.5651096965318344,0.08841300972672499,0.07505336460450727,1.7349117879511264,6.331791586614997,1,0.0,Tb927.10.14040,"vacuolar ATP synthase subunit c, putative",0.2428586902876889
Tb927.11.9720,"40S ribosomal protein S27, putative",3,0.28451413324424535,0.09680158184916868,0.34130265297300877,1.3601009087569615,6.806519134080705,0,0.0,Tb927.11.9720;Tb927.10.13517,"40S ribosomal protein S27, putative; 40S ribosomal protein S27-like, putative",0.24087278935547426
Tb927.11.8120,"protein transport protein SEC13, putative",3,-0.0015011835933700602,0.3956112485038021,0.3264222961010625,1.303886921725102,6.106632788920115,0,0.0,Tb927.11.8120,"protein transport protein SEC13, putative",0.24017745367049817
Tb927.5.960,"ATPase family associated with various cellular activities (AAA), putative",6,0.27500704749986976,0.11982095212187471,0.32538641465977336,1.0427723374976738,6.415073558212058,1,0.0,Tb927.5.960;Tb927.3.3280,"ATPase family associated with various cellular activities (AAA), putative; vacuolar protein sorting-associated protein 4, putative",0.24007147142717264
Tb927.7.1300,"protein disulfide isomerase, putative",21,0.24293780020056457,0.24196218221519267,0.22712493444992585,2.1084635412035952,7.6415732531781755,1,0.0,Tb927.7.1300,"protein disulfide isomerase, putative",0.23734163895522772
Tb927.11.7685,ribosomal protein S10p/S20,3,0.19345636574958547,0.22811063440518137,0.29018845733752074,0.9534213996810351,7.1444496608689,0,0.0,Tb927.11.7685;Tb927.11.7675,ribosomal protein S10p/S20; ribosomal protein S10p/S20,0.23725181916409585
Tb927.10.15530,"ABC transport system ATP-binding protein, putative",8,0.24171817459670142,0.15691431465323902,0.3120842615147539,1.5358002908248978,6.511910085970847,0,0.0,Tb927.10.15530;Tb11.v5.0748,"ABC transport system ATP-binding protein, putative; ABC transporter, putative",0.23690558358823144
Tb927.11.12610,cyclin 1,5,0.26687647212818805,-0.014033319374860971,0.4572265455446278,1.4812275779993205,6.550252819660655,0,0.0,Tb927.11.12610,cyclin 1,0.23668989943265162
Tb927.2.4090,"signal recognition particle receptor beta subunit, putative",5,0.24208417055001266,0.35433931337852737,0.10299399332332565,1.435955790889237,6.472053991449704,1,2.0,Tb927.2.4090,"signal recognition particle receptor beta subunit, putative",0.23313915908395524
Tb927.10.5520,"AmmeMemoRadiSam system protein B, putative",3,-0.054107681013688534,0.3646844819282288,0.38338634619901596,1.101231386790699,6.071292733834574,0,0.0,Tb927.10.5520,"AmmeMemoRadiSam system protein B, putative",0.23132104903785208
Tb927.1.4680,Kinetochore interacting protein 6,5,0.22094900446677918,0.004896843214847462,0.4513298201403328,1.4527368526865576,6.371455781913017,0,0.0,Tb927.1.4680,Kinetochore interacting protein 6,0.22572522260731978
Tb927.6.2360,"adenosine kinase, putative",13,0.039278795351367586,0.36502057861953074,0.2695119699049987,1.608108653650927,6.93390720647555,0,0.0,Tb927.6.2360;Tb927.6.2300,"adenosine kinase, putative; adenosine kinase, putative",0.22460378129196568
Tb927.8.2080,"Fungal tRNA ligase phosphodiesterase domain containing protein, putative",4,0.32745743429415336,-0.003293100255717955,0.34357837714689493,1.4773817532670528,6.405021756193085,0,0.0,Tb927.8.2080;Tb927.8.2250,"Fungal tRNA ligase phosphodiesterase domain containing protein, putative; Fungal tRNA ligase phosphodiesterase domain containing protein, putative",0.22258090372844344
Tb927.2.5240,"pre-mRNA splicing factor 19, putative",11,0.13014013533644853,0.3127813279033618,0.2232989733327897,1.73428765206133,7.1933472563864616,0,0.0,Tb927.2.5240,"pre-mRNA splicing factor 19, putative",0.22207347885753337
Tb927.3.1150,"Conserved hypothetical ATP binding protein, putative",3,0.24573903242928485,0.09342495941910291,0.3269974645657588,1.0856829431946151,6.1615776110488705,0,0.0,Tb927.3.1150,"Conserved hypothetical ATP binding protein, putative",0.2220538188047155
Tb927.10.3170,"ABC transporter, putative",12,0.2596641839486516,0.33514020631421343,0.06515867512854683,1.658383489624529,6.72879191425378,0,0.0,Tb927.10.3170;Tb11.v5.0791,"ABC transporter, putative; ABC transporter, putative",0.21998768846380393
