[Input ID],Gene_desc,unique,Intensity L 1,Intensity H 1,Intensity L 2,Intensity H 2,Intensity L 3,Intensity H 3,Score,logScore,logInt,[SignalP Peptide],[# TM Domains],Gene_id_all,Gene_desc_all,Intensity HL 1,Intensity HL 2,Intensity HL 3,logratio_mean,pvalues,statistics,log_pvalues,padj
Tb11.v5.0463,"expression site-associated gene (ESAG) protein, putative",1,367720,10843,14845,13488,10843,15659,1.4962,0.17498965040733433,5.56551725144467,1,1.0,Tb11.v5.0463;Tb09.v4.0016,"expression site-associated gene (ESAG) protein, putative; expression site- associated gene (ESAG) protein, putative",-5.083771769307169,-0.13830065193193558,0.5302281122695504,-1.5639481029898512,0.4269391713868092,-0.8833561826476001,0.3696339971363208,1.0
Tb09.v4.0067,"retrotransposon hot spot protein, pseudogene",2,1123600,299510,254710,208800,10843,15659,3.7931,0.5789942924459242,6.275679830102703,0,0.0,Tb09.v4.0067,"retrotransposon hot spot protein, pseudogene",-1.9074524521361813,-0.28673388950722234,0.5302281122695504,-0.5546527431246178,0.481978281161331,-0.7742925159712915,0.3169725314381301,1.0
Tb09.v4.0172,"expression site-associated gene 3 (ESAG3), pseudogene",2,14589,10843,692130,551190,769420,703400,4.8067,0.6818470174042196,6.433945755538029,1,0.0,Tb09.v4.0172,"expression site-associated gene 3 (ESAG3), pseudogene",-0.42811702611268126,-0.32849332484038307,-0.12942599600456256,-0.2953454489858756,0.028207282593701664,-3.3637234532964437,1.5496387504772084,1.0
Tb927.10.4430,pumillo RNA binding protein PUF1,12,4276100,3233400,3542700,2693600,2635300,1910100,106.35,2.026737494238748,7.2622374497415825,0,0.0,Tb927.10.4430;Tb10.v4.0033;Tb11.v5.0767,"pumillo RNA binding protein PUF1; pumillo RNA binding protein PUF1; pumillo RNA binding protein PUF1, putative",-0.4032435994626065,-0.39531367523868005,-0.4643190361621955,-0.4209587702878273,4.2398007518363275e-05,-19.309456913382174,4.3726545524665275,0.08123458240518404
Tb927.10.4440,predicted SAP domain protein,2,120170,10843,63361,13488,36903,58932,2.5664,0.40932434660406947,5.446164222025476,0,0.0,Tb927.10.4440;Tb10.v4.0034,"predicted SAP domain protein; SAP domain containing protein, putative",-3.4702409010594524,-2.2319186636533,0.6753131245693185,-1.6756154800478116,0.2443284843822894,-1.363820930251799,0.6120258990154153,1.0
Tb927.10.4460,"leucine carboxyl methyltransferase, putative",4,247550,32796,234450,246340,175340,145030,10.422,1.0179510688307423,6.03402652377511,0,0.0,Tb927.10.4460;Tb10.v4.0036,"leucine carboxyl methyltransferase, putative; leucine carboxyl methyltransferase, putative",-2.916128178492522,0.07137062858393127,-0.27380379508283614,-1.0395204483304756,0.33243452224109715,-1.1016772487455164,0.4782938824802647,1.0
Tb927.10.4310,"prohibitin 2, putative",16,5520000,5165600,4918200,5004700,6166500,5551200,54.341,1.7351276261776738,7.509551968595415,0,1.0,Tb927.10.4310;Tb10.v4.0045,"prohibitin 2, putative; prohibitin, putative",-0.09573233480554423,0.02515318751174785,-0.15165220081510938,-0.07407711603630192,0.22869043160856725,-1.4197769584402555,0.640752005863438,1.0
Tb10.v4.0053,hypothetical protein,10,23689000,20719000,4667000,4195900,30761000,24177000,75.225,1.8763621964121182,8.034267397038025,0,0.0,Tb10.v4.0053;Tb10.v4.0052;Tb927.10.10360;Tb927.10.10280,"hypothetical protein; microtubule-associated protein 2; Microtubule-associated repetitive protein; microtubule-associated protein, putative",-0.19326292518340413,-0.15351517242387494,-0.34746716513640297,-0.23141508758122734,0.01735909477680478,-3.9123677744425494,1.7604729256853762,1.0
Tb927.10.6960,"hypothetical protein, conserved",4,16426,31456,186160,148850,365470,285960,9.4752,0.9765883857092051,6.014646524684032,0,0.0,Tb927.10.6960;Tb927.10.6920;Tb10.v4.0248,"hypothetical protein, conserved; hypothetical protein; hypothetical protein",0.937354023602734,-0.32268389427995015,-0.3539396284941049,0.086910166942893,0.84806239797047,0.20434178582082418,0.07157219243987076,1.0
Tb927.11.13007,ubiquitin-60S ribosomal protein L40,4,8000500,5834300,9339200,8956300,7989500,6760200,27.355999999999998,1.4370525950609923,7.670987603010034,0,0.0,Tb927.11.13007;Tb927.11.13003;Tb11.v5.0537;Tb927.11.9920;Tb11.01.1680,"ubiquitin-60S ribosomal protein L40; ubiquitin-60S ribosomal protein L40; polyubiquitin, putative; polyubiquitin, putative; polyubiquitin, putative",-0.4555305940272924,-0.06039611985604497,-0.24103928987534684,-0.2523220012528947,0.09168944025946318,-2.2093795278823936,1.0376806785188444,1.0
Tb11.v5.0676,"expression site-associated gene 2 (ESAG2) protein, putative",1,14589,10843,24309,39584,10843,15659,1.6081,0.20631305193595745,4.805453280257007,0,0.0,Tb11.v5.0676;Tb927.3.2510;Tb11.v5.0789;Tb11.v5.0816;Tb927.3.5810;Tb927.1.5100;Tb927.6.540;Tb927.3.570;Tb927.1.4890;Tb11.01.6241;Tb11.01.6240;Tb927.3.2510;Tb927.6.500;Tb927.6.470;Tb927.1.2040;Tb927.9.7410;Tb927.9.7330,"expression site-associated gene 2 (ESAG2) protein, putative; expression site-associated gene 2 (ESAG2) protein, putative; expression site-associated gene 2 (ESAG2) protein, putative; expression site-associated gene 2 (ESAG2) protein, putative; expression site-associated gene 2 (ESAG2) (pseudogene); expression site-associated gene 2 (ESAG2) protein, putative; gene related to expression site-associated gene 2 (GRESAG2), putative; expression site-associated gene 2 (ESAG2) protein, putative; expression site-associated gene 2 (ESAG2) protein, putative; expression site-associated gene (ESAG) protein, putative; expression site-associated gene 2 (ESAG2) protein, putative; expression site-associated gene 2 (ESAG2) protein, putative; gene related to expression site-associated gene 2 (GRESAG2), putative; gene related to expression site-associated gene 2 (GRESAG2), putative; expression site-associated gene 2 (ESAG2) protein, putative; expression site-associated gene 2 (ESAG2) protein, putative; expression site-associated gene 2 (ESAG2) protein, putative",-0.42811702611268126,0.7034268590250904,0.5302281122695504,0.26851264839398653,0.4879429820052525,0.7630693535462889,0.3116309239957192,1.0
Tb11.02.5420b,"NADPH-cytochrome p450 reductase, putative",3,67468,27208,14845,13488,112400,55990,4.2161,0.6249109031848373,5.420071324796761,1,1.0,Tb11.02.5420b;Tb11.02.5420,"NADPH-cytochrome p450 reductase, putative; NADPH-cytochrome p450 reductase, putative",-1.3101724845180052,-0.13830065193193558,-1.0054009503952959,-0.8179580289484122,0.08023915547297211,-2.330147152070605,1.0956136509666785,1.0
Tb927.6.4980,40S ribosomal protein S14,7,2816100,2952300,1372000,1866200,3911500,4488100,22.967,1.3611042704003045,7.240698979186308,0,0.0,Tb927.6.4980;Tb927.11.7705;Tb11.0390;Tb11.0290,"40S ribosomal protein S14; ribosomal protein S11, putative; chrXI additional, unordered contigs; chrXI additional, unordered contigs",0.06814076416474565,0.44382312608640256,0.1983828562326548,0.23678224882793433,0.09799296651044441,2.149896641200651,1.008805094872023,1.0
Tb927.10.1140,epsilon tubulin,5,110880,232430,2891900,3939000,913290,1174000,40.102,1.6031660326526997,6.966686020283003,0,0.0,Tb927.10.1140;Tb11.0530,epsilon tubulin; epsilon tubulin,1.067797128435024,0.4458117512460623,0.36228746664194833,0.6252987821076782,0.048337332680058305,2.8095852583833114,1.315717318229003,1.0
Tb11.0840,hypothetical protein,3,251790,262360,524730,523020,596520,526460,10.261,1.0111896876099913,6.428928114893321,0,0.0,Tb11.0840;Tb927.11.720,"hypothetical protein; hypothetical protein, conserved",0.059326793523807125,-0.004709159074851807,-0.18024658848796807,-0.04187631801300425,0.5901005757707549,-0.5847655550522003,0.2290739616125858,1.0
Tb927.11.715,"dynein light chain LC8, putative",4,278230,265590,363420,362460,1157900,1090800,19.886,1.298547435078706,6.546345212016715,0,0.0,Tb927.11.715;Tb927.11.18680;Tb11.0845,"dynein light chain LC8, putative; dynein light chain LC8, putative; dynein light chain LC8, putative",-0.0670771587586449,-0.003816024816070322,-0.08612405751772544,-0.05233908036414688,0.10319412261354054,-2.1039338004618977,0.9863450371002302,1.0
Tb927.4.1100,"ribosomal protein L21E (60S), putative",8,2625100,2728100,353330,327320,1949700,1604200,25.186999999999998,1.401176442169203,6.981718966141518,0,0.0,Tb927.4.1100;Tb927.11.680;Tb11.0880,"ribosomal protein L21E (60S), putative; ribosomal protein L21E (60S), putative; chrXI additional, unordered contigs",0.05552414656537476,-0.11031449152009515,-0.2813981360755462,-0.11206282701008886,0.31343712465696455,-1.1521391176680191,0.5038495653696987,1.0
Tb927.10.15250,"paraflagellar rod component, putative",8,650790,512860,2719500,2496700,1095300,932200,25.503,1.406591270897152,6.924656544743199,0,0.0,Tb927.10.15250;Tb11.v5.0996;Tb11.1220,"paraflagellar rod component, putative; hypothetical protein, conserved; hypothetical protein",-0.3436270286615517,-0.12331894635290477,-0.23261465661709657,-0.23318687721051767,0.021455816810319328,-3.6665693573494345,1.6684549474812482,1.0
Tb927.11.1840,"hypothetical protein, conserved",15,222030,217430,4219300,3573400,1629400,1455400,117.35,2.069483093934611,7.053731315887608,0,0.0,Tb927.11.1840;Tb11.1380.1-p1,"hypothetical protein, conserved; hypothetical protein, conserved",-0.030203611610459084,-0.23970625381530503,-0.16292509748409587,-0.14427832096995333,0.07785187690515939,-2.3577726209152714,1.1087309127075775,1.0
Tb11.1400.1-p1,"hypothetical protein, conserved (pseudogene)",1,156090,193310,123150,181350,90778,154050,3.9333,0.5947570721091566,5.953629238872126,0,,Tb11.1400.1-p1;Tb927.11.1820,"hypothetical protein, conserved (pseudogene); translation initiation factor eIF2B delta subunit, putative",0.30853815749566227,0.5583601174713188,0.7629840737637341,0.5432941162435717,0.014440311340791054,4.134553415922546,1.8404234430454727,1.0
Tb11.1780.1-p1,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative",2,47730,41509,102060,13488,10843,15659,5.3105,0.7251354131752711,5.281714970027296,0,,Tb11.1780.1-p1,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative",-0.20147216022838058,-2.919669200329821,0.5302281122695504,-0.8636377494295505,0.4567876939475697,-0.8229109038058756,0.34028560468045427,1.0
Tb11.1790.1-p1,"retrotransposon hot spot protein (RHS, pseudogene), putative",1,1367200,601060,1072900,435250,10843,15659,18.323,1.262996581601494,6.5411172484217825,0,,Tb11.1790.1-p1;Tb927.2.720;Tb927.2.980,"retrotransposon hot spot protein (RHS, pseudogene), putative; retrotransposon hot spot protein 5 (RHS5), degenerate; retrotransposon hot spot protein 5 (RHS5), degenerate",-1.185643383811606,-1.3015994125022303,0.5302281122695504,-0.652338228014762,0.33250503999901476,-1.1014948973856078,0.4782017674220136,1.0
Tb927.7.4740,"hypothetical protein, conserved",1,14589,10843,37432,44402,10843,15659,1.7831,0.25117570000673994,4.912939086750718,0,0.0,Tb927.7.4740;Tb11.v5.0157,"hypothetical protein, conserved; hypothetical protein, conserved",-0.42811702611268126,0.2463525275640123,0.5302281122695504,0.11615453790696047,0.7036956806778027,0.4086976955724662,0.15261511468747296,1.0
Tb927.7.4750,"hypothetical protein, conserved",3,14589,10843,46503,34298,188460,121680,4.5533,0.6583262652988267,5.592110108627508,0,0.0,Tb927.7.4750;Tb11.v5.0158,"hypothetical protein, conserved; hypothetical protein, conserved",-0.42811702611268126,-0.4391993385320908,-0.6311662906486242,-0.4994942184311321,0.0016260156810068076,-7.57800075822205,2.788875270462806,1.0
Tb927.7.4810,"HD domain containing protein, putative",2,14589,10843,199280,227100,90358,139860,15.850999999999999,1.2000566659722143,5.8172942640499,0,0.0,Tb927.7.4810;Tb11.v5.0163,"HD domain containing protein, putative; HD domain containing protein, putative",-0.42811702611268126,0.18853077935341364,0.6302591669714844,0.1302243067374056,0.6931714260522823,0.42430139495395963,0.15915934809832422,1.0
Tb927.7.4840,"hypothetical protein, conserved",1,66619,64952,148640,131230,153510,151660,4.0797,0.6106282284980127,5.855288924634489,0,0.0,Tb927.7.4840;Tb11.v5.0166,"hypothetical protein, conserved; hypothetical protein, conserved",-0.03655974848646549,-0.17972484005012765,-0.017492011151983712,-0.07792553322952561,0.2026426656509753,-1.5220896394331465,0.6932691102788244,1.0
Tb927.7.4870,"hypothetical protein, conserved",1,14589,10843,14845,13488,46071,37195,1.6764,0.22437765216180672,4.920472917883757,0,0.0,Tb927.7.4870;Tb11.v5.0169,"hypothetical protein, conserved; hypothetical protein, conserved",-0.42811702611268126,-0.13830065193193558,-0.3087502152075085,-0.2917226310840418,0.025607595006634315,-3.4689709881967374,1.5916312073337293,1.0
Tb927.7.4890,Present in the outer mitochondrial membrane proteome 34,6,159500,359500,86198,99783,10843,15659,11.282,1.0523860953893749,5.848176796405804,1,1.0,Tb927.7.4890;Tb11.v5.0170,"Present in the outer mitochondrial membrane proteome 34; hypothetical protein, conserved",1.1724353466744284,0.2111396492500706,0.5302281122695504,0.6379343693980165,0.08699344399799153,2.2567420833673877,1.0605134754593084,1.0
Tb927.7.4900,5'-3' exoribonuclease A,7,14589,10843,14845,13488,361590,392270,17.319000000000003,1.2385228122182934,5.877290700149825,0,0.0,Tb927.7.4900;Tb11.v5.0171,"5'-3' exoribonuclease A; 5'-3' exonuclease XRNA, putative",-0.42811702611268126,-0.13830065193193558,0.11749222563313126,-0.14964181747049518,0.39614699680935034,-0.9494685561064581,0.40214363211167486,1.0
Tb927.7.4910,"hypothetical protein, conserved",3,14589,10843,630800,644460,559400,155140,17.322,1.238598034264364,6.298809426529585,0,0.0,Tb927.7.4910;Tb11.v5.0172,"hypothetical protein, conserved; hypothetical protein, conserved",-0.42811702611268126,0.03090815680995841,-1.8503095470561701,-0.7491728054529644,0.25641265614661896,-1.3229493517560447,0.591060542495704,1.0
Tb927.7.5020,"60S ribosomal protein L19, putative",7,4479300,4419500,1887400,1870400,3853400,3710300,18.6,1.2695129442179163,7.305781151254982,0,0.0,Tb927.7.5020;Tb927.7.5000;Tb11.v5.0182;Tb11.v5.0181,"60S ribosomal protein L19, putative; 60S ribosomal protein L19, putative; 60S ribosomal protein L19, putative; 60S ribosomal protein L19, putative",-0.01939013398116665,-0.013053373256340033,-0.054596109804722764,-0.029013205680743146,0.08810000773599537,-2.2453280413204486,1.0550240534528788,1.0
Tb927.7.5050,"hypothetical protein, conserved",4,90588,84718,209230,169460,10843,15659,23.206,1.365600287908007,5.7435097647284294,0,0.0,Tb927.7.5050;Tb11.v5.0185,"hypothetical protein, conserved; hypothetical protein, conserved",-0.09665142120819567,-0.30414495000980496,0.5302281122695504,0.04314391368384992,0.8717703187996233,0.17202529564860147,0.059597921508948576,1.0
Tb927.10.5950,"Serine/threonine-protein kinase NEK17, putative",4,14589,10843,14845,13488,187750,213010,6.1370000000000005,0.7879561232839318,5.602895204570548,0,0.0,Tb927.10.5950;Tb927.10.5940;Tb11.v5.0190;Tb927.10.5930,"Serine/threonine-protein kinase NEK17, putative; NEK family Serine/threonine-protein kinase, putative; protein kinase, putative; NEK family Serine/threonine-protein kinase, putative",-0.42811702611268126,-0.13830065193193558,0.18210825328320338,-0.12810314158713784,0.5075427684882055,-0.7269061838801237,0.29452735570869293,1.0
Tb927.10.5990,"Centrosomal protein of 57 kDa, putative",1,14589,10843,48660,58403,10843,15659,11.485999999999999,1.0601688119451476,5.029627239047413,0,0.0,Tb927.10.5990;Tb11.v5.0193,"Centrosomal protein of 57 kDa, putative; hypothetical protein, conserved",-0.42811702611268126,0.2633061579720995,0.5302281122695504,0.12180574804298953,0.6916551995057905,0.42655953583922257,0.16011035391151462,1.0
Tb927.5.295b,retrotransposon hotspot (RHS) protein 1,6,1303500,1243900,1159800,1111400,82378,67588,28.495,1.4547686613098494,6.696234035025831,0,0.0,Tb927.5.295b;Tb11.v5.0214;Tb11.v5.0326,"retrotransposon hotspot (RHS) protein 1; retrotransposon hot spot (RHS) protein, putative; retrotransposon hot spot (RHS) protein, putative",-0.06752007433663637,-0.06149789798190325,-0.28549197634714113,-0.13816998288856025,0.13401766746100388,-1.8752328255673516,0.8728379451050015,1.0
Tb927.5.309b,"invariant surface glycoprotein, putative",2,164810,169320,879230,643400,194260,168620,31.791999999999998,1.50231784976574,6.346274716142128,1,1.0,Tb927.5.309b;Tb11.v5.0216,"invariant surface glycoprotein, putative; invariant surface glycoprotein, putative",0.03894861172893364,-0.45052467699443444,-0.20421320240429547,-0.20526308922326542,0.21996524303114084,-1.4526784367957595,0.6576459371427522,1.0
Tb927.5.390,"75 kDa invariant surface glycoprotein, putative",3,14589,10843,59409,113990,285860,435320,14.770999999999999,1.1694098981407006,5.951614329726511,1,2.0,Tb927.5.390;Tb11.v5.0228;Tb927.5.370;Tb11.v5.0230,"75 kDa invariant surface glycoprotein, putative; 75 kDa invariant surface glycoprotein, putative; 75 kDa invariant surface glycoprotein, putative; 75 kDa invariant surface glycoprotein, putative",-0.42811702611268126,0.9401538569043869,0.6067675439538469,0.37293479158185083,0.416484351544577,0.905343671164198,0.3804013115813515,1.0
Tb927.5.360,75 kDa invariant surface glycoprotein,3,52598,73685,14845,13488,391340,640910,2.3177,0.3650572207663252,6.0638960381259945,1,1.0,Tb927.5.360;Tb11.v5.0231;Tb927.5.400;Tb927.5.350;Tb11.v5.0552;Tb11.v5.0421;Tb11.v5.0227,"75 kDa invariant surface glycoprotein; 75 kDa invariant surface glycoprotein, putative; 75 kDa invariant surface glycoprotein, putative; 75 kDa invariant surface glycoprotein, putative; 75 kDa invariant surface glycoprotein, putative; 75 kDa invariant surface glycoprotein, putative; 75 kDa invariant surface glycoprotein, putative",0.4863630177155148,-0.13830065193193558,0.7116992003028692,0.3532538553621494,0.2370379850070669,1.3894519872468258,0.6251820533269903,1.0
Tb11.v5.0232,"hypothetical protein, conserved",17,3263400,1931100,3166700,2293000,2895400,2073700,115.24,2.061603249608375,7.193764432764385,0,0.0,Tb11.v5.0232;Tb927.10.5250,"hypothetical protein, conserved; zinc finger protein family member, putative",-0.7569529569556036,-0.46574384398738405,-0.48155547447585917,-0.5680840918062823,0.0038621326150878863,-6.008631129181731,2.413172817813987,1.0
Tb927.10.5340,"40S ribosomal protein S18, putative",11,5483300,5750900,2820100,2711600,5716500,6096400,56.718999999999994,1.753728565293657,7.456047028440957,0,0.0,Tb927.10.5340;Tb927.10.5330;Tb11.v5.1060;Tb11.v5.0243,"40S ribosomal protein S18, putative; 40S ribosomal protein S18, putative; 40S ribosomal protein S18, putative; 40S ribosomal protein S18, putative",0.06874334360591285,-0.05660194521434306,0.0928254558832553,0.0349889514249417,0.4920657444150948,0.7553728918567034,0.3079768677017955,1.0
Tb927.10.5310,"SNF1-related protein kinases, putative",2,37652,37219,47522,34598,10843,15659,3.5456,0.5496897387123169,5.195871989459327,0,0.0,Tb927.10.5310;Tb11.v5.0245,"SNF1-related protein kinases, putative; protein kinase, putative",-0.01668720645753063,-0.4579069116744193,0.5302281122695504,0.018544664712533465,0.951376379809042,0.0648883499704576,0.021647635180080355,1.0
Tb927.10.5270,mitogen-activated protein kinase kinase 5,1,14589,10843,14845,13488,41036,36515,2.9196,0.4653233549784433,4.88958740230026,0,0.0,Tb927.10.5270;Tb11.v5.0249,"mitogen-activated protein kinase kinase 5; protein kinase, putative",-0.42811702611268126,-0.13830065193193558,-0.1684008799676541,-0.24493951933742364,0.056250302096091054,-2.6623858085434504,1.2498751408021458,1.0
Tb927.11.7240,nexin-dynein regulatory complex 2,3,14589,10843,206260,177040,130860,43108,8.0976,0.9083563199647124,5.746065663933381,0,0.0,Tb927.11.7240;Tb11.v5.0258,"nexin-dynein regulatory complex 2; Sperm tail/Sperm tail C-terminal domain containing protein, putative",-0.42811702611268126,-0.2203887102616836,-1.6019966406124264,-0.750167458995597,0.1560869235959716,-1.7441078761268836,0.8066334790515454,1.0
Tb927.7.4480,"adenosine 5'-monophosphoramidase, putative",1,14589,10843,14845,13488,55148,29142,1.9798,0.2966213199163346,4.925770901421773,0,0.0,Tb927.7.4480;Tb11.v5.0261,"adenosine 5'-monophosphoramidase, putative; adenosine 5'-monophosphoramidase, putative",-0.42811702611268126,-0.13830065193193558,-0.9202086737227342,-0.4955421172557837,0.09566821815408863,-2.171324486480634,1.019232314811847,1.0
Tb927.7.4500,"PX domain containing protein, putative",7,144190,98707,171150,219030,466160,391250,13.220999999999998,1.1212643052295812,6.1733319803686495,0,0.0,Tb927.7.4500;Tb11.v5.0263,"PX domain containing protein, putative; PX domain containing protein, putative",-0.5467468079463308,0.3558671934013257,-0.25273446375261643,-0.1478713594325405,0.6076214195777966,-0.5563567735699306,0.21636692499937982,1.0
Tb927.7.4530,"hypothetical protein, conserved",1,14589,10843,801140,697190,179360,192140,1.9957,0.30009525732371684,6.271795155444749,0,0.0,Tb927.7.4530;Tb11.v5.0266,"hypothetical protein, conserved; hypothetical protein, conserved",-0.42811702611268126,-0.20050250042177695,0.0992997094818164,-0.17643993901754726,0.31229360002193735,-1.1552656419704195,0.5054369158775096,1.0
Tb927.7.4540,"hypothetical protein, conserved",2,45936,10843,95525,124420,197010,146820,4.3211,0.6355943169813664,5.78511619502192,0,0.0,Tb927.7.4540;Tb11.v5.0267,"hypothetical protein, conserved; hypothetical protein, conserved",-2.0828612643600093,0.38126815367036593,-0.4242203538227126,-0.7086044881707854,0.38395996912612257,-0.97683921250167,0.41571405191859195,1.0
Tb927.7.4570,inosine-guanine nucleoside hydrolase,3,14589,10843,233980,208910,62717,54504,2.4532,0.3897329560154553,5.748273326473508,0,0.0,Tb927.7.4570;Tb11.v5.0270,"inosine-guanine nucleoside hydrolase; nucleoside hydrolase, putative",-0.42811702611268126,-0.1635036650036495,-0.20249443946490198,-0.2647050435270776,0.03260703024613295,-3.2094163136768166,1.4866887536763653,1.0
Tb927.10.6350,trypanin,2,14589,10843,165670,164620,193340,180190,4.727,0.674585602302914,5.847467774230891,0,0.0,Tb927.10.6350;Tb11.v5.0271,"trypanin; trypanin, putative",-0.42811702611268126,-0.009172756644284255,-0.10162119860436306,-0.1796369937871095,0.23035564954590756,-1.413640544186228,0.6376011320697542,1.0
Tb927.10.6310,"major vault protein, putative",13,3067800,2701000,2636500,2049700,10843,15659,85.147,1.9301693509903661,7.019324037153691,0,0.0,Tb927.10.6310;Tb11.v5.0275,"major vault protein, putative; major vault protein, putative",-0.18371079201177004,-0.36321122854032767,0.5302281122695504,-0.005564636094182451,0.9847061142401113,-0.020393614506614095,0.006693365449574458,1.0
Tb11.v5.0304,"cation transporter, putative",2,178650,331010,147750,185470,418870,361760,11.088,1.0448532172677314,6.21045229296202,0,1.0,Tb11.v5.0304;Tb927.10.15940,"cation transporter, putative; cation transporter, putative",0.8897388884038221,0.3280277176216894,-0.2114696630560583,0.335432314323151,0.3508889861074693,1.0551069766893744,0.4548302634398219,1.0
