[Input ID],Gene_desc,unique,logRatio_1,logRatio_2,logRatio_3,Score,logScore,logInt,[SignalP Peptide],[# TM Domains],Gene_id_all,Gene_desc_all,logratio_mean,pvalues,statistics,log_pvalues,padj
Tb927.11.6440,"hypothetical protein, conserved",5,0.5441886066469707,0.5345596846083162,0.5233612193040956,26.840999999999998,1.428798692062963,6.472917269345676,0,0.0,Tb927.11.6440,"hypothetical protein, conserved",0.5340365035197941,9.667613518404285e-08,88.73932007701401,7.0146807196813645,5.433198797343208e-05
Tb927.1.4490,"acetyltransferase, putative",4,0.19924830684020237,0.6574570845735118,0.7403663431554381,21.865,1.3397494816808757,6.6893887832686,0,0.0,Tb927.1.4490,"acetyltransferase, putative",0.5323572448563841,0.034059761273729304,3.1637964739269764,1.4677584003506752,1.0
Tb927.11.1070,"glycosomal transporter (GAT3), putative",34,0.4742543158326424,0.5656946519558053,0.5541467667465125,263.11,2.4201373545938254,8.927123884892849,0,3.0,Tb927.11.1070,"glycosomal transporter (GAT3), putative",0.5313652448449867,5.042720005517368e-05,18.482662297933057,4.2973351451532995,0.028340086431007605
Tb927.10.2770,"eukaryotic translation initiation factor 5, putative",18,0.5470549218559627,0.5624744580963247,0.48109223690635056,70.253,1.8466648745646894,7.216165902285993,0,0.0,Tb927.10.2770;Tb11.v5.0684,"eukaryotic translation initiation factor 5, putative; eukaryotic translation initiation factor 5, putative",0.530207205619546,2.9026480186383372e-05,21.244288774629602,4.537205624461475,0.016312881864747455
Tb927.6.2150,"cell division cycle protein 16 homolog, putative",6,0.35004456586269433,0.6121165522248829,0.5879409937552205,32.552,1.5125776768452288,6.12554632367119,0,0.0,Tb927.6.2150,"cell division cycle protein 16 homolog, putative",0.5167007039475993,0.0034847156844117653,6.179166527485696,2.457832649912641,1.0
Tb927.5.3590,"Putative zinc finger motif, C2HC5-type/ASCH domain containing protein, putative",7,0.48830933570336316,0.5887086399540509,0.4626805790941635,35.881,1.5548645382859334,6.478277831919605,0,0.0,Tb927.5.3590,"Putative zinc finger motif, C2HC5-type/ASCH domain containing protein, putative",0.5132328515838592,0.00018225484849508433,13.345882024040147,3.739320909393242,0.10242722485423739
Tb927.5.2890,"AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative",32,0.4310345303516141,0.534659280413878,0.5630604827638732,137.3,2.137670537236755,6.9841536143517695,1,0.0,Tb927.5.2890;Tb927.5.2890,"AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative; AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative",0.5095847645097885,0.00022134318760206646,12.7009644179357,3.654933839993512,0.12439487143236135
Tb927.4.4310,Nucleoporin NUP64,17,0.41381068702498464,0.5625721454065759,0.5463635738854351,77.051,1.886778279545855,7.293119370134299,0,0.0,Tb927.4.4310,Nucleoporin NUP64,0.5075821354389985,0.0004210653193734915,10.772432280585926,3.3756505273400568,0.23663870948790222
Tb927.10.2240,"hypothetical protein, conserved",12,0.3965979315748997,0.5359534005994318,0.5721135564842313,93.729,1.9718739835386028,7.028042295090749,0,0.0,Tb927.10.2240,"hypothetical protein, conserved",0.5015549628861876,0.0007215291406025579,9.373700388713079,3.1417461242415556,0.40549937701863753
Tb927.11.8090,"protein phosphatase 1, putative",6,0.2843956805128771,0.4835707400915555,0.6891202105181867,27.099,1.4329532649520842,6.335558188065861,0,0.0,Tb927.11.8090,"protein phosphatase 1, putative",0.4856955437075398,0.014179895507128136,4.156973536836379,1.8483269694946205,1.0
Tb927.10.12960,Ras-related protein Rab5A,10,0.5210507369009632,0.46425003391140407,0.4387186765647911,58.051,1.763809705396578,6.970848768169076,0,0.0,Tb927.10.12960,Ras-related protein Rab5A,0.47467314912571945,4.0710504954200274e-05,19.50827051822553,4.390293510800096,0.022879303784260552
Tb927.8.4540,"PAB1-binding protein , putative",6,0.23474655174432218,0.9296395257208847,0.25350526218669706,25.552,1.4074248987944078,6.64104753891706,0,0.0,Tb927.8.4540,"PAB1-binding protein , putative",0.47263044655063463,0.10749985132399592,2.067782925560853,0.968592136392216,1.0
Tb927.11.4900,WD40/YVTN repeat-like-containing protein,18,0.39275703428239456,0.5219552794342,0.5000881757382248,39.833,1.600243016285841,7.23390945348778,0,0.0,Tb927.11.4900,WD40/YVTN repeat-like-containing protein,0.47160016315160647,0.00029397596039441577,11.812516336086693,3.5316881821555715,0.16521448974166167
Tb927.2.3160,"Gar1/Naf1 RNA binding region, putative",4,0.5241639987869441,0.43999539792323583,0.42867840994822987,11.574000000000002,1.0634834780275282,6.583742718699248,0,0.0,Tb927.2.3160,"Gar1/Naf1 RNA binding region, putative",0.4642792688861366,0.00010336395477616346,15.414287176135126,3.985630882624848,0.05809054258420387
Tb927.11.9180,"ADP-ribosylation factor GTPase activating protein, putative",6,0.7387246093348814,0.3971457973927809,0.23499174124880237,17.691,1.247752382497469,6.540479637121155,0,0.0,Tb927.11.9180,"ADP-ribosylation factor GTPase activating protein, putative",0.4569540493254882,0.03700357824445896,3.077998989623233,1.431756277644233,1.0
Tb927.11.17000,"leucine-rich repeat protein (LRRP), putative",26,0.1676148407551113,0.1905516520322702,0.9830939325977897,94.911,1.9773165492287035,7.375151301570279,0,0.0,Tb927.11.17000;Tb11.v5.0404,"leucine-rich repeat protein (LRRP), putative; hypothetical protein, conserved",0.4470868084617237,0.17070083569365951,1.6677032945051977,0.767764352720905,1.0
Tb927.11.1980,"zinc finger protein family member, putative",11,0.47030257894582195,0.32573179112255435,0.5451776346152923,71.21,1.8525409857697988,6.7533608761433515,0,0.0,Tb927.11.1980,"zinc finger protein family member, putative",0.44707066822788954,0.0022620341653296103,6.941580424383171,2.6455008398605777,1.0
Tb927.11.14160,"Alpha/beta hydrolase family, putative",4,0.6725611186447773,0.2788174030747215,0.36030808479519605,23.075,1.3631417096979497,6.408833321776418,0,0.0,Tb927.11.14160,"Alpha/beta hydrolase family, putative",0.4372288688382316,0.021892223318785556,3.6437369657089826,1.6597101303440036,1.0
Tb927.4.3150,"hypothetical protein, conserved",6,0.3740657182225377,0.4281423909783303,0.4848083967653062,8.6967,0.9393544889786787,6.311139058288992,0,0.0,Tb927.4.3150,"hypothetical protein, conserved",0.4290055019887247,0.00017842021681389745,13.418343146926826,3.748555937217383,0.10027216184941036
Tb927.10.12990,predicted ankyrin repeat family protein,5,0.5825560030140611,0.37717928973663867,0.2568898855358929,27.498,1.4393011076284303,6.437163710446504,0,0.0,Tb927.10.12990,predicted ankyrin repeat family protein,0.4055417260955309,0.012996777280761282,4.265480276229623,1.8861643232849608,1.0
Tb927.10.8920,"ras-like small GTPase, putative",8,0.4689481801800506,0.2801248919757295,0.4558598093861849,28.774,1.4590002392686943,6.720779281358359,0,0.0,Tb927.10.8920,"ras-like small GTPase, putative",0.4016442938473217,0.002734317166780901,6.597629366422347,2.5631511109116887,1.0
Tb927.1.3010,"mRNA processing protein, putative",7,0.25652762689220954,0.3020557880986191,0.6376566120250015,16.423,1.2154524928832504,6.521373480761028,1,0.0,Tb927.1.3010,"mRNA processing protein, putative",0.39874667567194333,0.029432701755143554,3.318027941219387,1.5311698702994758,1.0
Tb927.9.9290,polyadenylate-binding protein 1,7,0.3006509076426647,0.427391629686718,0.4456207747151932,26.139,1.4172889687537373,6.580126325411582,0,0.0,Tb927.9.9290,polyadenylate-binding protein 1,0.3912211040148586,0.0010129891594390342,8.581325422041505,2.9943952022418907,0.5692999076047373
Tb927.11.4380,"ATP-dependent RNA helicase, putative",36,0.3204269112939921,0.37194910413862786,0.4638316795396487,88.109,1.9450202722111787,6.936508715893301,0,0.0,Tb927.11.4380,"ATP-dependent RNA helicase, putative",0.3854025649907562,0.0007789131980693618,9.189302787688074,3.1085109373209185,0.43774921731498134
Tb927.2.5060,"GTP binding protein, putative",6,0.4884121759957323,0.4234168167540797,0.20426594528956027,20.392,1.309459822461211,6.597212368219417,0,0.0,Tb927.2.5060,"GTP binding protein, putative",0.3720316460131241,0.012367386609717387,4.328183784265017,1.90772206277092,1.0
Tb927.11.14220,"hypothetical protein, conserved",11,0.3515152607974705,0.37250640898616877,0.3914377976980001,112.19,2.0499541480220462,7.3433692002275315,0,0.0,Tb927.11.14220,"hypothetical protein, conserved",0.3718198224938798,5.512170168063776e-06,32.2487168948972,5.258677383642096,0.0030978396344518424
Tb927.9.7060,"hypothetical protein, conserved",9,0.204516369702772,0.4764335355139399,0.421263700854267,46.574,1.6681435388416181,6.810508066379194,0,0.0,Tb927.9.7060,"hypothetical protein, conserved",0.367404535356993,0.011446159553838594,4.427273695299474,1.941340204533806,1.0
Tb927.9.13440,Flagellar Member 5,14,0.3592962588921973,0.41142624572646497,0.3125490098608487,30.660999999999998,1.4865863151432628,6.582358855465685,0,0.0,Tb927.9.13440,Flagellar Member 5,0.3610905048265037,0.0002252535794624166,12.64433433060388,3.647328299001844,0.12659251165787813
Tb927.9.13970,"hypothetical protein, conserved",9,0.47705556557857265,0.26002565596145555,0.32883646422954,47.886,1.6802085611921103,6.904266415962652,0,0.0,Tb927.9.13970,"hypothetical protein, conserved",0.35530589525652273,0.005161064053706051,5.54872737940823,2.2872607508896574,1.0
Tb927.5.950,"monothiol glutaredoxin, putative",9,0.41142624572646497,0.2917214204578913,0.3482324192392708,75.612,1.8785907256627516,7.689228920267321,0,0.0,Tb927.5.950,"monothiol glutaredoxin, putative",0.35046002847454233,0.0005332342199210036,10.13659230736645,3.2730819878290918,0.299677631595604
Tb927.10.4060,"Ankyrin repeats (3 copies), putative",6,0.5125808786739686,0.41975460548561117,0.11503324294624008,30.074,1.4781911953900286,6.601168773829693,0,0.0,Tb927.10.4060,"Ankyrin repeats (3 copies), putative",0.34912290903527327,0.04378385167627585,2.9075860329696273,1.358686036094403,1.0
Tb927.3.4190,"endosomal integral membrane protein, putative",4,0.14938944935894988,0.2189671100489566,0.6710215675934877,11.325,1.0540382106848694,5.944275345758799,1,10.0,Tb927.3.4190,"endosomal integral membrane protein, putative",0.3464593756671314,0.10148289703464464,2.118766946443444,0.9936071434585703,1.0
Tb927.2.6080,"hypothetical protein, conserved",10,0.20926619305002617,0.4659222393039372,0.35648190225687115,30.798000000000002,1.4885225146444063,6.585077027267375,0,0.0,Tb927.2.6080,"hypothetical protein, conserved",0.3438901115369449,0.00984527498149146,4.624837096829459,2.0067721493809576,1.0
Tb927.7.6820,"hypothetical protein, conserved",5,0.4757074946426389,0.2522945412018369,0.3000651367787609,28.316999999999997,1.452047240809425,6.29280966541729,0,0.0,Tb927.7.6820,"hypothetical protein, conserved",0.34268905754107887,0.007255518407614207,5.045197079924688,2.139331551727577,1.0
Tb927.8.1590,"ubiquitin-protein ligase, putative",9,0.2808375686117713,0.2821432287814984,0.4575417624078072,15.370999999999999,1.1867021225651013,6.192818257048295,0,0.0,Tb927.8.1590,"ubiquitin-protein ligase, putative",0.3401741866003589,0.00440402609294232,5.796612362150444,2.3561501165878207,1.0
Tb927.9.10770,polyadenylate-binding protein 2,28,0.3460775345355969,0.3206579643119249,0.35332329116289674,189.25,2.2770358881721102,8.195982630688357,0,0.0,Tb927.9.10770,polyadenylate-binding protein 2,0.34001959667013953,4.294983036526184e-06,34.33083053454999,5.367038547119729,0.0024137804665277152
Tb927.3.2600,"ATP-dependent DEAD/H RNA helicase, putative",12,0.08270258933024965,0.7554858293507762,0.17248751551013405,20.402,1.3096727432292663,6.077912702949456,0,0.0,Tb927.3.2600,"ATP-dependent DEAD/H RNA helicase, putative",0.33689197806372,0.18540868079653608,1.5974343553065622,0.73186993613663,1.0
Tb927.11.16670,"hypothetical protein, conserved",6,0.22576849642959676,0.3838286871624349,0.3992257921209379,22.663,1.3553173987845597,6.468893547858615,1,0.0,Tb927.11.16670,"hypothetical protein, conserved",0.3362743252376565,0.0037286872947491566,6.066494914732266,2.428444037089059,1.0
Tb927.11.16970,"protein phosphatase 4, putative",10,0.23351997877391634,0.34471489449012716,0.4283568224651829,62.43899999999999,1.795455938945799,7.335858911319818,0,0.0,Tb927.11.16970,"protein phosphatase 4, putative",0.3355305652430755,0.00401378595728367,5.945780837702028,2.396445790804467,1.0
Tb927.9.5190,"proliferative cell nuclear antigen (PCNA), putative",10,0.3934162004715447,0.33193447043881363,0.2744107693178379,74.491,1.872103804473808,7.1002671293576025,0,0.0,Tb927.9.5190,"proliferative cell nuclear antigen (PCNA), putative",0.33325381340939875,0.0006325673399326671,9.698820364619824,3.198893234888181,0.3555028450421589
Tb927.11.4860,"Ring finger domain containing protein, putative",7,0.567253374550151,0.1585955515008968,0.23425604768829605,36.532,1.5626734489758711,6.6364277128095726,0,0.0,Tb927.11.4860,"Ring finger domain containing protein, putative",0.32003499124644796,0.06333281611887609,2.549592020578566,1.1983712004663378,1.0
Tb927.9.10710,"elongation factor 1-alpha, putative",6,0.5059925243950385,0.11835972595305722,0.32906617445069064,13.677,1.1359908469216247,6.077440584471324,0,0.0,Tb927.9.10710,"elongation factor 1-alpha, putative",0.31780614159959547,0.04703389932679629,2.836504009525382,1.3275890147493241,1.0
Tb927.9.3440,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",8,0.28463257625082955,0.34482849699744117,0.323312417757903,50.33,1.7018269303971394,6.460175923518029,0,0.0,Tb927.9.3440,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",0.3175911636687246,5.5585073687949674e-05,18.033731659533935,4.255041814267677,0.031238811412627715
Tb927.10.11960,"hypothetical protein, conserved",4,-0.041164747001142976,0.22193893162862377,0.7412296637729597,8.9563,0.9521286322676983,5.900459986731022,0,0.0,Tb927.10.11960,"hypothetical protein, conserved",0.3073346161334802,0.25217567522827733,1.3370609692652955,0.5982968076266231,1.0
Tb927.5.2380,"hydrolase, alpha/beta fold family, putative",11,0.21424917025451382,0.3137102261509137,0.39011735366633044,49.96,1.698622429702098,7.188816030502353,0,0.0,Tb927.5.2380,"hydrolase, alpha/beta fold family, putative",0.30602558335725266,0.0038573986198768037,6.010641625382127,2.41370547923932,1.0
Tb927.7.3080,Kinetochore interacting protein 4,4,0.5812066088368211,0.025737561413608275,0.3068455003142828,14.759,1.169056932744852,6.193402903062418,0,0.0,Tb927.7.3080,Kinetochore interacting protein 4,0.30459655685490405,0.1303101946500473,1.8995252498459214,0.8850216064895116,1.0
Tb927.7.3040,F-box and WD40 domain containing protein,11,0.2479275134435855,0.40882053452885037,0.23621706410222007,36.055,1.5569654998969429,6.583300815513483,0,0.0,Tb927.7.3040,F-box and WD40 domain containing protein,0.2976550373582187,0.0059042654189989914,5.345292426167472,2.2288341275712438,1.0
Tb927.3.1240,serine/threonine-protein phosphatase,12,0.31173560197926975,0.31243283680921863,0.2659169143669151,113.59,2.0553400995441815,7.320042375479645,0,0.0,Tb927.3.1240,serine/threonine-protein phosphatase,0.29669511771846785,4.267372513515232e-05,19.277911783276302,4.369839444437921,0.0239826335259556
Tb927.11.11370,receptor for activated C kinase 1,23,0.28238049463860565,0.31521841136579,0.29042440386529944,296.77,2.4724199966980716,9.049101678208556,0,0.0,Tb927.11.11370;Tb927.11.11360,receptor for activated C kinase 1; receptor for activated C kinase 1,0.296007769956565,7.397771545550549e-06,29.95419075513523,5.130899084488417,0.004157547608599408
Tb927.3.4360,"40S ribosomal protein S15A, putative",5,0.37640152659359805,0.25023398082675447,0.2221863073221123,25.371,1.4043375853109272,6.681304567369832,0,0.0,Tb927.3.4360;Tb927.11.6140,"40S ribosomal protein S15A, putative; 40S ribosomal protein S15A, putative",0.2829406049141549,0.003964577571585934,5.965850435419196,2.401803080251216,1.0
Tb927.2.5160,"chaperone protein DnaJ, putative",15,0.361543797967865,0.21511942451729513,0.2666366425139895,105.35,2.022634539944119,7.569198283347813,0,0.0,Tb927.2.5160,"chaperone protein DnaJ, putative",0.2810999549997166,0.002800981536954657,6.555008562323025,2.5526897538773023,1.0
Tb927.11.10910,"40S ribosomal protein SA, putative",8,0.2829734886215891,0.3034593018283363,0.25386828044171933,77.645,1.8901134942909172,7.752501722247096,0,0.0,Tb927.11.10910;Tb927.11.10790,"40S ribosomal protein SA, putative; 40S ribosomal protein SA, putative",0.2801003569638816,4.1043885836706105e-05,19.4681871370715,4.3867515290475625,0.023066663840228832
Tb927.10.1070,cdc2-related kinase 1,7,0.3028746703655849,0.20213558088984854,0.3341105678447527,20.616999999999997,1.3142254709264967,6.5302893662722825,0,0.0,Tb927.10.1070;Tb927.7.7360,cdc2-related kinase 1; cdc2-related kinase 2,0.27970693970006205,0.0021638669615554355,7.024275452883984,2.664769443952928,1.0
Tb927.8.1870,Golgi/lysosome glycoprotein 1,15,0.16517231793716664,0.35558014737735943,0.3112705914866413,153.24,2.18537214331104,7.238973949186046,1,1.0,Tb927.8.1870,Golgi/lysosome glycoprotein 1,0.2773410189337225,0.008515153123203337,4.821269489519566,2.0698075379580643,1.0
Tb927.11.6540,"hypothetical protein, conserved",13,0.21151066288353915,0.268314613175228,0.34573699516404316,62.07,1.7928817453853971,7.345550157487743,0,0.0,Tb927.11.6540,"hypothetical protein, conserved",0.2751874237409368,0.0021070884348307877,7.074247313208127,2.6763172366021326,1.0
Tb927.3.1120,"GTP-binding nuclear protein rtb2, putative",16,0.31138685816203876,0.21337839072506246,0.298892881054161,103.88,2.016531940957265,7.914945778671844,0,0.0,Tb927.3.1120,"GTP-binding nuclear protein rtb2, putative",0.27455270998042075,0.0008754164609824858,8.914318614851249,3.057785291345652,0.491984051072157
