[Input ID],Gene_desc,unique,Score,Ratio H/L normalized,Intensity,logInt,logRatio,logScore,[SignalP Peptide],[# TM Domains],Log2 H/L,Log10 (Int H*L),Group,Glycosome status 
Tb927.10.3100,"glycerol-3-phosphate acyltransferase, putative",2,3.8044,4.0836,330520,5.519197744084407,2.029841557136715,0.5802861730024883,0,3.0,,,,
Tb927.1.1980,"protein transport protein YIF1, putative",1,2.5175,3.9602,282830,5.45152547352459,1.985573291850866,0.4009694792256556,0,5.0,,,,
Tb927.10.12240,"3-ketoacyl-CoA reductase, putative",4,14.196,3.9383,2586000,6.412628520544375,1.9775730127192162,1.1521659906755553,0,1.0,1.119810441,16.10417056,ii,gray
Tb927.2.3080,cytochrome b5-dependent oleate desaturase,3,10.788,3.8815,1335000,6.125481265700594,1.956614287557227,1.0329409377808536,0,6.0,1.8183350059999999,13.27665989,ii,white
Tb927.5.2280,"acetyltransferase, putative",2,4.401,3.8724,479450,5.680743322963766,1.9532279836586488,0.6435513685629451,1,4.0,1.57200773,9.736845816,i,red
Tb927.10.6950,"sterol 24-c-methyltransferase, putative",5,28.278000000000002,3.8485,3334000,6.5229655954919865,1.9442962473042673,1.4514486901432795,0,0.0,,,,
Tb927.9.12700,"phospholipase A1, putative",3,4.4294,3.5663,1207100,6.081743249922721,1.8344280687250103,0.6463449013162947,1,2.0,2.349373518,14.89577045,iii,green
Tb927.10.1500,"methionyl-tRNA synthetase, putative",2,1.6979,3.4907,590430,5.771168416063378,1.8035163731868313,0.2299121083301472,0,0.0,0.35501626399999997,15.9111391,i,red
Tb927.11.7290,"pantothenate kinase subunit, putative",4,22.041,3.4113,964850,5.984459801182312,1.7703216354791584,1.343231294564039,0,0.0,0.919745313,14.30206488,ii,gray
Tb927.9.1530,"hypothetical protein, conserved",2,3.8417,3.0501,666530,5.823819701448668,1.6088565433768574,0.5845234476075137,0,0.0,,,,
Tb927.8.5760,"Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative",3,23.701,2.8209,1924200,6.284250210312084,1.496155523753611,1.3747666702852022,0,1.0,1.9935789680000002,13.65955005,ii,red
Tb927.8.1720,"phosphatidylglycerolphosphate synthase, mitochondrial",5,29.965999999999998,2.8026,1118700,6.04871363808097,1.4867658509719,1.4766287751823575,1,1.0,1.851836735,12.61514452,ii,white
Tb927.9.4190,fatty acyl CoA syntetase 1,5,14.47,2.6265,2349900,6.371049381262269,1.393141584492627,1.1604685311190375,0,0.0,2.521980601,18.24249982,iii,green
Tb927.11.13730,ornithine decarboxylase,2,2.4345,2.5873,728460,5.8624057094948725,1.3714473456419074,0.3864097788819131,0,0.0,,,,
Tb927.11.3270,"squalene monooxygenase, putative",3,3.4748,2.5866,342740,5.534964792394666,1.3710569683501992,0.5409298128409491,1,2.0,1.2152983309999998,14.63647625,ii,gray
Tb927.11.4490,"long-chain-fatty-acid-CoA ligase, putative",4,4.2637,2.5863,3058000,6.485437481076302,1.3708896314549368,0.6297866395156781,1,0.0,-0.164528607,14.89929508,i,red
Tb927.10.190,"40S ribosomal protein S6, putative",2,1.9298,2.5457,1583500,6.199618067707931,1.3480624137351103,0.28551230206624395,0,0.0,-0.11225779699999999,17.95983054,i,red
Tb927.9.5680,"inositol/phosphatidylinositol phosphatase, putative",2,1.9932,2.517,860510,5.934755921635786,1.3317052164988923,0.29955087849901935,0,0.0,,,,
Tb927.11.14170,"hypothetical protein, conserved",3,8.4083,2.5165,501610,5.7003661859198065,1.331418597834815,0.9247081985030905,1,1.0,1.409201001,14.14621967,ii,gray
Tb927.9.1780,"sec1 family transport protein, putative",3,4.8222,2.3177,676080,5.829998088697379,1.212693837905154,0.6832452187115149,0,0.0,0.329790161,15.72402894,i,red
Tb927.9.4230,fatty acyl CoA synthetase 4,1,17.62,2.211,3643600,6.5615306934030695,1.1446990251541387,1.2460059040760292,0,0.0,0.499049863,15.56355795,i,red
Tb927.11.12290,"hypothetical protein, conserved",2,8.035,2.1871,863540,5.93628245930583,1.129019185729329,0.9049858810993634,1,1.0,,,,
Tb927.11.6260,"hypothetical protein, conserved",3,4.115,2.1631,200300,5.301680949293576,1.113100362557983,0.6143698395482887,0,0.0,,,,
Tb927.6.1780,"mitogen activated protein kinase 4, putative",2,2.2574,2.1478,581710,5.764706529687125,1.1028596579220564,0.3536085207086392,0,0.0,,,,
Tb927.5.3400,calcium-translocating P-type ATPase,4,6.4925,2.1096,565120,5.752140677561456,1.0769694763151108,0.8124119583013403,0,10.0,-0.293828375,16.26089219,i,red
Tb927.11.3790,"hypothetical protein, conserved",2,2.3594,2.099,1498800,6.17574368442176,1.0697021666300675,0.3728015750807368,0,0.0,-0.40923666399999997,15.48219234,i,red
Tb927.5.3120,"eukaryotic translation initiation factor 2 beta subunit, putative",3,3.3289999999999997,2.0568,3414100,6.533276237578994,1.0404015152842065,0.5223137951566673,0,0.0,-0.6145988,15.118726500000001,i,red
Tb927.10.2770,"eukaryotic translation initiation factor 5, putative",11,22.219,2.0551,13253000,7.122314197968806,1.0392085963371265,1.3467245089588182,0,0.0,-0.575905335,16.46492426,i,red
Tb927.11.9230,"hypothetical protein, conserved",4,6.3896,1.9829,668640,5.825192353799551,0.9876119225784256,0.8054736714244151,0,0.0,,,,
Tb927.10.3330,"DDRGK domain containing protein, putative",2,13.773,1.9738,450140,5.653347606600808,0.9809758126787401,1.1390285474856832,1,1.0,,,,
Tb927.5.1630,"hypothetical protein, conserved",2,3.9295,1.9285,579480,5.763038451447971,0.9474791459666747,0.5943372931093807,1,1.0,2.739986627,15.658095900000001,iii,green
Tb927.10.3890,"phosphatidylinositol-4-phosphate 5-kinase, putative",10,30.491999999999997,1.7617,12969000,7.112906490253314,0.8169682685479583,1.4841859110979942,0,0.0,,,,
Tb927.7.2190,"translocon-associated protein (TRAP), alpha subunit, putative",3,5.9752,1.7362,4019600,6.604182837553124,0.7959331473149635,0.7763524464306704,1,2.0,1.030297026,15.09273132,ii,red
Tb927.5.1060,"mitochondrial processing peptidase, beta subunit, putative",9,20.805,1.7359,6400200,6.806193545474393,0.7956838408356894,1.318167720128966,0,0.0,0.211063133,17.65563182,i,red
Tb927.10.8080,"Uncharacterized conserved protein (DUF2042), putative",3,6.3947,1.7252,701300,5.845903838898782,0.7867636211850512,0.8058201748661681,0,0.0,0.253516153,13.82388262,i,red
Tb927.11.3980,"metallo-peptidase, Clan ME, Family M16",6,24.733,1.6834,3573200,6.553057325316767,0.7513780224491544,1.3932767974945608,1,0.0,0.13616541699999998,17.35944912,i,red
Tb927.1.3000,"amidohydrolase, putative",2,7.1462,1.662,594760,5.774341752782963,0.7329203821082574,0.8540751665936691,0,0.0,0.405447844,15.76272033,i,red
Tb927.8.2800,"hypothetical protein, conserved",2,3.4557,1.615,510980,5.708403901974985,0.6915341649192002,0.5385360329967358,0,0.0,-0.059470594,10.59434135,i,red
Tb927.11.15560,Nucleoporin NUP53a,3,4.0174,1.6073,414950,5.617995768923379,0.6846392308911907,0.6039450752328426,0,0.0,0.263488717,14.58012614,i,red
Tb927.11.6080,"hypothetical protein, conserved",5,7.3183,1.5929,5893000,6.770336441095149,0.6716556993600769,0.8644102086042743,0,0.0,,,,
Tb927.7.2740,"hypothetical protein, conserved",1,3.016,1.5865,178340,5.251248762305845,0.6658475212555507,0.47943133719773645,0,0.0,0.26027442300000003,13.91300387,i,red
Tb927.3.4630,"UDP-glucose:glycoprotein glucosyltransferase, putative",9,39.782,1.5764,4734200,6.675246601092355,0.6566336545883843,1.5996866130551266,1,1.0,-0.458366221,13.01263806,i,red
Tb927.10.13550,"hypothetical protein, conserved",2,7.8321,1.5684,406640,5.609210096694647,0.64929354696714,0.8938782238884083,0,0.0,-0.153283119,13.21089182,i,red
Tb927.3.2900,Eukaryotic translation initiation factor 2 subunit alpha,11,57.591,1.5614,8987800,6.953653399765918,0.6428401747866854,1.760354619608416,0,0.0,0.150871835,15.12175745,i,red
Tb927.9.11250,predicted WD40 repeat protein,2,2.7649,1.5598,652820,5.81479345113273,0.6413610563273641,0.4416794285038086,0,0.0,0.31134700600000004,13.83423594,i,red
Tb927.5.3250,"hypothetical protein, conserved",7,28.253,1.5567,2935000,6.467608105583634,0.6384909417104554,1.4510645694747832,0,0.0,-0.835620466,14.48166621,i,red
Tb927.11.12410,kinetoplastid kinetochore protein 10,2,6.9723,1.5541,699490,5.844781510141838,0.6360793382774198,0.8433760654060487,0,0.0,0.09461487199999999,13.31388822,i,red
Tb927.10.11210,"hypothetical protein, conserved",3,8.606,1.5395,707560,5.849763273262134,0.6224618673827302,0.9348013417465367,1,0.0,,,,
Tb927.11.11980,cytoskeleton-associated protein 15,2,3.7391,1.5216,548160,5.738907341285416,0.6055891513111141,0.572767080256503,0,0.0,,,,
Tb927.3.1680,Eukaryotic translation initiation factor 3 subunit F,12,42.369,1.5216,11415000,7.057475915826254,0.6055891513111141,1.627048213833253,0,0.0,-0.045476567999999995,14.509764,i,red
Tb927.10.3510,"tRNA pseudouridine synthase D (TruD), putative",2,5.3871,1.516,1073000,6.0305997219659515,0.6002697535090047,0.7313550373698088,1,0.0,,,,
Tb927.5.3360,"50S ribosomal protein L2, putative",3,6.2334,1.5124,558890,5.747326339024257,0.5968397544377849,0.7947249966527669,1,0.0,,,,
Tb927.10.13620,"NADH-ubiquinone oxidoreductase complex I subunit,FT putative",6,13.015,1.5045,2423300,6.384407182308992,0.5892841066712498,1.1144441724452545,0,0.0,,,,
Tb11.02.5400b,"cystathionine beta-synthase, putative",6,45.755,1.5013,9856100,6.993705101194932,0.5862122949239661,1.6604385596868052,0,0.0,,,,
Tb927.11.9750,"Protein of unknown function (DUF498/DUF598), putative",2,11.112,1.4787,612790,5.787311669515777,0.5643293868429373,1.0457922327295592,0,0.0,,,,
Tb927.2.4000,"hypothetical protein, conserved",3,7.7924,1.4782,1317800,6.119849503211517,0.563841478880328,0.8916712376762622,0,0.0,-0.005072768,11.53919769,i,red
Tb927.9.12750,"hypothetical protein, conserved",3,6.7735,1.4706,650130,5.813000206854505,0.5564048900385463,0.8308131351407133,0,0.0,,,,
Tb927.1.4230,"hypothetical protein, conserved",6,27.114,1.4616,2405000,6.381115080709851,0.5475485390780392,1.4331935917148455,0,0.0,,,,
Tb927.2.450,"retrotransposon hot spot protein 4 (RHS4), putative",3,42.428999999999995,1.4614,2909600,6.463833288046655,0.5473511124556457,1.6276627960937484,0,0.0,-0.042218922,15.79194418,i,red
Tb927.11.7380,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",7,21.445999999999998,1.4498,4116100,6.614485917334474,0.5358538940958996,1.3313463016525666,1,0.0,0.037608312000000005,15.9032549,i,red
Tb927.10.3970,"hypothetical protein, conserved",3,11.866,1.4444,421280,5.624570841761993,0.5304703253991904,1.074304344001435,0,0.0,0.49423322700000005,10.83325641,i,red
Tb927.6.4500,"conserved repeat domain containing protein, putative",4,11.85,1.4419,1295100,6.11230330337593,0.5279711129097131,1.0737183503461227,1,1.0,1.062325186,15.82894039,ii,red
Tb927.7.7210,Present in the outer mitochondrial membrane proteome 37,2,2.6881,1.4408,665610,5.823219838090653,0.5268700863568266,0.42944542087002086,0,0.0,,,,
Tb927.11.630,RNA polymerase I second largest subunit,8,13.7,1.4358,880610,5.94478361289748,0.5218548027102057,1.1367205671564067,0,0.0,0.01592569,14.61853299,i,red
Tb927.9.6910,"hypothetical protein, conserved",3,8.1228,1.4345,746510,5.873035629764635,0.5205479681065774,0.9097057601448834,0,0.0,,,,
Tb927.11.6280,pyruvate phosphate dikinase,30,240.18,1.4251,254110000,8.405021756193085,0.5110631574824586,2.3805368404887486,0,0.0,3.78602953,20.75385221,iii,green
Tb927.11.9890,"signal recognition particle receptor alpha subunit, putative",5,29.133000000000003,1.4237,2920400,6.46544233976875,0.5096451757218281,1.464385208841898,0,0.0,0.2454965,16.2105614,i,red
Tb927.5.4040,"hypothetical protein, conserved",3,22.924,1.4174,743480,5.8712692902668975,0.5032469541493739,1.3602903997857119,0,0.0,,,,
Tb927.8.6060,"glycine acetyltransferase, putative",8,21.88,1.4007,3342600,6.524084408843087,0.48614799441389595,1.3400473176613932,0,0.0,-0.201909649,18.53748756,i,red
Tb927.10.15760,"hypothetical protein, conserved",2,2.9503,1.4004,446580,5.649899269375515,0.485838966879055,0.4698661792731423,0,0.0,0.012835828999999998,17.84588191,i,red
Tb927.1.730,"NADH-ubiquinone oxidoreductase complex I subunit, putative",3,2.6796,1.3999,252890,5.402931656427504,0.48532377384394415,0.4280699691190628,0,0.0,,,,
Tb927.6.5000,"Protein of unknown function (DUF773), putative",2,8.4208,1.3987,604260,5.781223846351319,0.484086559411609,0.9253533526732023,0,0.0,-0.234736845,12.54241062,i,red
Tb927.7.7450,"GTP-binding protein, putative",3,8.7721,1.395,396310,5.598035030926232,0.4802651220544629,0.9431035738947519,0,0.0,-0.06627709799999999,12.98021868,i,red
Tb927.9.14160,"rieske iron-sulfur protein, mitochondrial precursor",1,1.4828,1.3925,756960,5.87907293070449,0.4776773275653071,0.17108257735752602,1,1.0,0.33657689,16.51047407,i,red
Tb927.5.4560,"guanine deaminase, putative",10,52.951,1.3914,3412900,6.533123563378423,0.47653722581771035,1.7238741663392727,0,0.0,,,,
Tb927.6.1470,"hypothetical protein, conserved",4,4.9315,1.3899,2267400,6.355528142300658,0.4749810882049781,0.6929790374596321,0,0.0,-0.12889957400000002,18.22056278,i,red
Tb927.8.7400,RNA polymerase IIA largest subunit,3,6.2706,1.3878,1007400,6.003201946521693,0.47279967180789717,0.7973090981229258,0,0.0,,,,
Tb927.2.4890,"ribosomal protein L11, putative",3,5.062,1.3853,953880,5.979493743031352,0.47019843955566676,0.7043221408222354,0,0.0,,,,
Tb927.11.360,"ATP-binding protein, putative",2,4.4345,1.3825,176510,5.246769314946471,0.4672794804599824,0.6468446592337169,0,0.0,-0.456365545,12.06644749,i,red
Tb927.10.7440,MTR4,5,18.822,1.3659,1774400,6.249051528805085,0.4498518651909058,1.2746657690813887,0,0.0,0.127758984,15.42206526,i,red
Tb927.10.6260,"ATP-dependent DEAD/H RNA helicase, putative",4,3.3041,1.3651,829350,5.918737848994417,0.4490066392182045,0.5190531829555415,0,0.0,-0.51008719,10.937449699999998,i,red
Tb927.5.3410,"hypothetical protein, conserved",3,4.5133,1.3565,453630,5.656701768115071,0.4398890476197791,0.6544942021251376,0,0.0,-0.290391742,10.67064432,i,red
Tb927.11.13190,"elongation factor 1 gamma, putative",8,23.193,1.3530000000000002,8370100,6.922730646665752,0.4361618393144503,1.3653569279902296,1,0.0,-0.203823842,17.09809666,i,red
Tb927.10.8290,eukaryotic translation initiation factor 3 subunit c,3,7.6265,1.3523,1761300,6.245833335097326,0.435415240747814,0.8823252745965312,0,0.0,,,,
Tb927.3.5500,"DNA-directed RNA polymerase II subunit 3, putative",14,69.855,1.3498,56365000,7.75100951133749,0.4327456588438479,1.8441974969884125,0,0.0,,,,
Tb927.2.100,"retrotransposon hot spot protein 1 (RHS1), putative",1,2.3545,1.345,933140,5.9699468063040575,0.42760617278189944,0.37189869477874127,0,0.0,-0.080713316,14.38581231,i,red
Tb927.11.6000,"ribosomal protein L4/L1 family, putative",4,8.3691,1.338,1327800,6.123132664310901,0.42007811597937394,0.9226787571510295,1,0.0,,,,
Tb927.7.5920,"mercaptopyruvate sulfurtransferase, putative",3,6.8521,1.3378,908790,5.958463539572145,0.41986245037752395,0.8358236924620781,0,0.0,,,,
Tb927.11.14090,Double RNA binding domain protein 18,4,9.4678,1.3326,2351000,6.371252629124939,0.4142437987186875,0.9762490752167211,0,0.0,0.041038173,14.12179334,i,red
Tb927.8.1190,eukaryotic translation initiation factor 3 subunit h,4,27.794,1.3242,6374600,6.804452938401215,0.40512103545132083,1.443951053179596,0,0.0,,,,
Tb11.v5.0304,"cation transporter, putative",2,2.7939,1.3161,350310,5.544452534927831,0.39626911219093747,0.4462108576745839,0,1.0,,,,
Tb927.3.820,"hypothetical protein, conserved",2,5.9842,1.3141,977070,5.989925678892484,0.39407506562573746,0.7770060998037469,0,0.0,,,,
Tb927.4.970,"hypothetical protein, conserved",2,2.2575,1.3123,251520,5.400572524359314,0.39209756678307595,0.3536277589855434,0,0.0,,,,
Tb927.3.3030,"START domain containing protein, putative",2,1.6107,1.3107,586360,5.768164336169579,0.3903375116159243,0.20701465868290023,0,0.0,-0.020437675,13.456734099999998,i,red
Tb927.2.280,"retrotransposon hot spot protein 2 (RHS2), putative",1,51.363,1.3101,12092000,7.0824981385057795,0.38967693695196187,1.710650381988283,0,0.0,0.308534659,14.79663615,i,red
Tb927.7.1920,"paraflagellar rod component, putative",5,19.85,1.3066,1578700,6.1982996089676865,0.3858175448516954,1.297760511099134,0,0.0,0.041914849,16.61554953,i,red
Tb927.11.1250,"Mitochondrial SSU ribosomal protein, putative",5,13.725,1.3034,2121600,6.326663506724679,0.3822799000669483,1.1375123531221296,0,0.0,,,,
Tb927.9.12320,"cystathione gamma lyase, putative",5,44.13,1.2995,7821400,6.89328449703114,0.37795663381011363,1.6447339274471926,0,0.0,0.411106106,15.40819604,i,red
Tb927.11.14100,Double RNA-binding domain containing protein 4,10,41.387,1.2956,14016000,7.146624088824005,0.3736203732457373,1.616863947041849,0,0.0,-0.12602481199999999,14.98385064,i,red
Tb927.11.8270,"hypothetical protein, conserved",2,17.209,1.2939,835770,5.922086778068328,0.3717261219062073,1.235755634586718,0,0.0,,,,
Tb927.3.2190,Capping enzyme RNA triphosphatase 1,3,6.0264,1.2927,338550,5.5296228181334435,0.3703875042820894,0.7800579544245284,0,0.0,0.155786835,13.62609768,i,red
Tb927.10.7380,"hypothetical protein, conserved",3,28.194000000000003,1.2922,2078400,6.317729133728952,0.36982938015392897,1.4501566954065956,0,0.0,,,,
Tb927.3.4060,"asparagine synthase, putative",3,12.55,1.2892,1228900,6.0895165442248205,0.36647609351009564,1.098643725817057,0,0.0,,,,
Tb927.11.480,"small GTP-binding protein domain containing protein, putative",4,13.103,1.2853,1221700,6.086964573877051,0.36210513607108685,1.117370741020906,0,0.0,,,,
Tb927.8.1980,Beta propeller protein 1,5,33.544000000000004,1.2843,1407500,6.148448403523384,0.36098224136862644,1.525614849395512,0,0.0,0.604581423,12.42711745,i,red
Tb927.4.3810,"DNA-directed RNA polymerase II subunit 2, putative",34,113.31,1.2805,92366000,7.96551213648264,0.35670725293538136,2.0542682395471874,0,0.0,-0.035741855,14.65915826,i,red
Tb927.3.2470,"pumilio RNA binding protein, putative",2,5.9575,1.2805,411550,5.6144226060244975,0.35670725293538136,0.7750640510184937,0,0.0,,,,
Tb927.9.11050,"4E-interacting protein, putative",2,15.927,1.2773,808280,5.907561832791996,0.3530974112437115,1.2021339800608195,0,0.0,-0.071731342,12.12876121,i,red
Tb927.10.14680,"ribosome biogenesis protein, putative",2,2.7058,1.2773,449060,5.652304372023417,0.3530974112437115,0.4322956924440129,0,0.0,-0.161290243,16.67087598,i,red
Tb11.v5.0827,"NUP-1 protein, putative",3,5.6956,1.2765,4457700,6.649110837421781,0.35219353774503176,0.7555394813498869,0,0.0,,,,
Tb927.7.4310,"pyridine nucleotide-disulphide oxidoreductase, putative",2,13.074000000000002,1.2749,741080,5.869865092841935,0.35038409009431953,1.1164084806298993,1,0.0,0.680240478,12.41514949,i,red
Tb927.2.340,"retrotransposon hot spot protein 4 (RHS4), putative",4,39.621,1.2747,111360000,8.046729222266487,0.3501577494849929,1.5979254325604597,0,0.0,-0.049403641,16.37691907,i,red
Tb927.10.9780,"ATP-dependent DEAD/H RNA helicase, putative",2,2.9125,1.2712,629190,5.7987818115683325,0.3461910297990698,0.4642659340340754,0,0.0,-0.028925542000000002,11.48457835,i,red
Tb927.7.1870,"hypothetical protein, conserved",2,7.8646,1.2698,619920,5.792335647884923,0.3446012830366772,0.8956766389478116,0,0.0,,,,
Tb927.6.560,cysteine peptidase C (CPC),1,4.8571,1.2665,709970,5.851239997860312,0.3408470770504139,0.6863770450009579,1,0.0,,,,
Tb927.5.1150,RNA helicase Prp43,1,4.744,1.2661,724900,5.860278099752235,0.3403913572200783,0.6761446803562061,0,0.0,,,,
Tb927.7.3960,"50S ribosomal protein L16, putative",2,4.1099,1.264,734180,5.865802549593268,0.3379964635150159,0.6138312549718021,0,0.0,0.22569762899999998,12.92871922,i,red
Tb927.1.1240,"cytidine triphosphate synthase, putative",16,127.21,1.2623,18838000,7.275034792561396,0.33605482401083503,2.1045212526183286,0,0.0,0.002328009,14.96429046,i,red
Tb927.9.10100,"hypothetical protein, conserved",14,31.134,1.2621,9879300,6.994726173645595,0.3358262239404963,1.493234921078571,0,0.0,-0.340653431,17.31819337,i,red
Tb927.4.1020,"serine-palmitoyl-CoA transferase, putative",6,11.638,1.2619,2745100,6.438558169790535,0.33559758764193715,1.065878352857392,1,1.0,1.3562092190000001,14.64492444,ii,red
Tb927.9.3000,cytidine deaminase,1,4.1106,1.2618,486760,5.687314882431839,0.33548325590348615,0.613905217903027,0,0.0,,,,
Tb927.7.1620,"Cleavage factor I 25 kDa subunit, putative",2,6.8297,1.2613,483070,5.684010067420256,0.3349114612620633,0.8344016273702531,0,0.0,0.143393419,12.17015031,i,red
Tb927.11.6320,MRB1-associated protein,3,25.76,1.2605,774130,5.888813898075463,0.3339961181964527,1.4109458586877746,0,0.0,-1.076356915,14.69791224,i,red
Tb927.8.7770,"aldehyde dehydrogenase family, putative",2,21.78,1.2603,331020,5.519854234341383,0.3337671916582242,1.338057875419756,0,0.0,,,,
Tb927.2.5020,"acyl-CoA oxidase, putative",3,8.4914,1.2596,695940,5.842571798817238,0.3329656625859605,0.9289792994488524,0,0.0,,,,
Tb927.9.4310,"tricarboxylate carrier, putative",6,19.354,1.2529,4709500,6.672974801233433,0.3252712707959596,1.2867707367140557,0,5.0,0.061168871,16.16521474,i,red
Tb927.10.6070,universal minicircle sequence binding protein 1,1,2.9331,1.2527,472490,5.67439262133041,0.32504095549520085,0.4673268699044691,0,0.0,-0.22465054899999998,17.52657202,i,red
Tb927.10.11220,procyclic form surface phosphoprotein,2,3.9464,1.252,1062000,6.02612451674545,0.32423456227053127,0.5962011024540849,0,2.0,-0.380904,16.67705489,i,red
Tb927.2.5900,"hypothetical protein, conserved",2,3.0193,1.252,215390,5.333225536261716,0.32423456227053127,0.47990626700507216,0,0.0,,,,
Tb927.8.3610,"AKAP7 2'5' RNA ligase-like domain containing protein, putative",7,45.558,1.2509,3744600,6.573405432964527,0.32296646154964515,1.6585646502615603,0,0.0,,,,
Tb927.7.6620,"Probable N6-adenine methyltransferase, putative",3,3.7786,1.2502,720140,5.85741693437155,0.32215890762937754,0.5773309202347546,0,0.0,-0.069490417,14.59813152,i,red
Tb927.5.1700,"replication Factor A 28 kDa subunit, putative",4,7.909,1.2496,1017600,6.007577098304338,0.32146635859253,0.8981215755411076,0,0.0,-0.058322887000000004,14.37853159,i,red
Tb927.10.6850,"Mitochondrial ribosomal protein S18, putative",2,2.1306,1.2494,396060,5.597760983135228,0.32123543501606433,0.3285019226852591,0,0.0,,,,
Tb927.11.5990,"hypothetical protein, conserved",4,6.8594,1.2485,745470,5.872430170798251,0.3201958212661251,0.8362861291053977,0,0.0,,,,
Tb927.2.830,"retrotransposon hot spot protein 1 (RHS1), interrupted",1,17.129,1.248,3286300,6.516707206815873,0.31961793420016127,1.233732009366046,0,0.0,-0.030869947000000002,15.66723983,i,red
Tb927.3.2330,kinetoplastid kinetochore protein 17,4,5.0394,1.2472,634240,5.802253628469162,0.3186928331483354,0.7023788316437614,0,0.0,,,,
Tb927.11.16200,cytoskeleton-associated protein 17,4,7.5323,1.246,1116800,6.047975405279086,0.3173040683619148,0.8769276089747312,0,0.0,0.068350961,13.30423103,i,red
Tb927.10.12840,mitochondrial carrier protein,6,11.027999999999999,1.2404,5106200,6.708097821278124,0.310805431063173,1.042496757433736,0,4.0,0.020359997,17.50779749,i,red
Tb927.8.5030,"transport protein particle (TRAPP) component, Bet3, putative",1,1.2063,1.2382,534310,5.727793302395854,0.30824436439371317,0.08145532782257352,0,1.0,0.058076578,13.51464065,i,red
Tb927.10.4980,"ubiquitin-like protein DSK2, putative",2,26.81,1.2376,1430500,6.155487862141282,0.30754510189958634,1.4282968139828796,0,0.0,,,,
Tb927.6.4200,"hypothetical protein, conserved",3,12.138,1.236,2035100,6.308585754289083,0.3056787432422875,1.0841471331544483,0,0.0,,,,
Tb927.8.5820,"Las1-like, putative",2,3.3961,1.2358,394440,5.595980950129249,0.30544527855355263,0.5309804697959382,0,0.0,,,,
Tb927.11.12820,ribonucleoside-diphosphate reductase small chain,5,33.422,1.2346,1837900,6.264321877763006,0.3040436964735405,1.5240324348743908,0,1.0,,,,
Tb927.10.14140,pyruvate kinase 1,6,16.945,1.2342,1031600,6.0135113334659,0.3035761996966407,1.229041573173397,0,0.0,-0.002248783,18.40037099,i,red
Tb927.11.10320,"TatD related DNase, putative",2,1.3736,1.2327,343440,5.535850875471382,0.301821736339363,0.13786028215286006,0,0.0,,,,
Tb927.3.3520,Present in the outer mitochondrial membrane proteome 25,3,5.1264,1.232,322390,5.50838156225162,0.3010022560328143,0.7098124900681249,0,0.0,0.39915885100000004,13.16988842,i,red
